Dataset;Trigger;WindowSize;PoolSize;CandidatePool;Split;SplitStartDate;SplitEndDate;DiscoveryOccurrences;Occurrences;AverageBestHit;WindowsAtLeast2;RateAtLeast2;WindowsAtLeast3;RateAtLeast3;WindowsAtLeast4;RateAtLeast4;WindowsAtLeast5;RateAtLeast5;WindowsAtLeast6;RateAtLeast6;RandomAverageBestHit;RandomRateAtLeast2;RandomRateAtLeast3;RandomRateAtLeast4;RandomRateAtLeast5;RandomRateAtLeast6;LiftAtLeast2PctPoints;LiftAtLeast3PctPoints;LiftAtLeast4PctPoints;LiftAtLeast5PctPoints;LiftAtLeast6PctPoints
NEW_MODE;4;9;13;26,34,40,45,49,50,59,67,71,78,83,88,90;VALIDATION;2020-05-30;2023-11-18;100;34;2.029412;26;76.470588;8;23.529412;1;2.941176;0;0.0;0;0.0;2.187118;86.82353;28.611765;3.123529;0.164706;0.0;-10.352942;-5.082353;-0.182353;-0.164706;0.0
NEW_MODE;4;9;13;26,34,40,45,49,50,59,67,71,78,83,88,90;TEST;2023-11-21;2026-08-04;100;40;2.275;36;90.0;13;32.5;2;5.0;0;0.0;0;0.0;2.2157;88.49;29.7;3.23;0.15;0.01;1.51;2.8;1.77;-0.15;-0.01
NEW_MODE;5;9;13;08,10,11,15,29,39,44,56,68,69,70,87,90;DISCOVERY;2009-07-02;2020-05-28;98;98;2.459184;95;96.938776;41;41.836735;7;7.142857;0;0.0;0;0.0;2.205694;88.153061;29.034694;3.234694;0.155102;0.006122;8.785715;12.802041;3.908163;-0.155102;-0.006122
NEW_MODE;5;9;13;08,10,11,15,29,39,44,56,68,69,70,87,90;VALIDATION;2020-05-30;2023-11-18;98;40;1.95;30;75.0;8;20.0;0;0.0;0;0.0;0;0.0;2.1894;87.405;28.52;2.95;0.07;0.0;-12.405;-8.52;-2.95;-0.07;0.0
NEW_MODE;5;9;13;08,10,11,15,29,39,44,56,68,69,70,87,90;TEST;2023-11-21;2026-08-04;98;41;2.097561;34;82.926829;10;24.390244;1;2.439024;0;0.0;0;0.0;2.200634;87.468293;28.980488;3.42439;0.195122;0.0;-4.541464;-4.590244;-0.985366;-0.195122;0.0
NEW_MODE;6;9;13;16,21,22,27,37,38,41,42,51,59,79,80,88;DISCOVERY;2009-07-02;2020-05-28;129;129;2.310078;120;93.023256;44;34.108527;5;3.875969;0;0.0;0;0.0;2.195085;87.427907;28.80155;3.122481;0.168992;0.003101;5.595349;5.306977;0.753488;-0.168992;-0.003101
NEW_MODE;6;9;13;16,21,22,27,37,38,41,42,51,59,79,80,88;VALIDATION;2020-05-30;2023-11-18;129;47;2.425532;42;89.361702;20;42.553191;4;8.510638;1;2.12766;0;0.0;2.189362;87.442553;28.485106;2.885106;0.131915;0.004255;1.919149;14.068085;5.625532;1.995745;-0.004255
NEW_MODE;6;9;13;16,21,22,27,37,38,41,42,51,59,79,80,88;TEST;2023-11-21;2026-08-04;129;43;2.44186;38;88.372093;19;44.186047;5;11.627907;0;0.0;0;0.0;2.19614;87.734884;28.637209;3.106977;0.148837;0.0;0.637209;15.548838;8.52093;-0.148837;0.0
NEW_MODE;7;9;13;04,20,21,36,44,46,48,56,58,71,81,83,90;DISCOVERY;2009-07-02;2020-05-28;95;95;2.452632;89;93.684211;40;42.105263;9;9.473684;0;0.0;0;0.0;2.203579;87.757895;29.258947;3.204211;0.151579;0.0;5.926316;12.846316;6.269473;-0.151579;0.0
NEW_MODE;7;9;13;04,20,21,36,44,46,48,56,58,71,81,83,90;VALIDATION;2020-05-30;2023-11-18;95;39;2.128205;36;92.307692;8;20.512821;0;0.0;0;0.0;0;0.0;2.20082;88.015385;29.05641;2.923077;0.107692;0.0;4.292307;-8.543589;-2.923077;-0.107692;0.0
NEW_MODE;7;9;13;04,20,21,36,44,46,48,56,58,71,81,83,90;TEST;2023-11-21;2026-08-04;95;39;2.102564;31;79.487179;10;25.641026;2;5.128205;0;0.0;0;0.0;2.194308;87.31282;28.789744;3.14359;0.194872;0.0;-7.825641;-3.148718;1.984615;-0.194872;0.0
NEW_MODE;8;9;13;01,03,04,25,29,38,40,45,56,58,72,75,80;DISCOVERY;2009-07-02;2020-05-28;106;106;2.443396;100;94.339623;46;43.396226;7;6.603774;0;0.0;0;0.0;2.200585;87.70566;29.003774;3.24717;0.124528;0.001887;6.633963;14.392452;3.356604;-0.124528;-0.001887
NEW_MODE;8;9;13;01,03,04,25,29,38,40,45,56,58,72,75,80;VALIDATION;2020-05-30;2023-11-18;106;29;2.137931;24;82.758621;7;24.137931;2;6.896552;0;0.0;0;0.0;2.198;87.662069;28.806897;3.165517;0.172414;0.0;-4.903448;-4.668966;3.731035;-0.172414;0.0
NEW_MODE;8;9;13;01,03,04,25,29,38,40,45,56,58,72,75,80;TEST;2023-11-21;2026-08-04;106;41;2.292683;39;95.121951;13;31.707317;1;2.439024;0;0.0;0;0.0;2.185658;87.04878;28.326829;3.063415;0.126829;0.0;8.073171;3.380488;-0.624391;-0.126829;0.0
NEW_MODE;9;9;13;11,13,14,17,37,44,45,51,52,63,64,77,84;DISCOVERY;2009-07-02;2020-05-28;120;120;2.441667;111;92.5;57;47.5;5;4.166667;0;0.0;0;0.0;2.199467;87.673333;29.04;3.081667;0.173333;0.0;4.826667;18.46;1.085;-0.173333;0.0
NEW_MODE;9;9;13;11,13,14,17,37,44,45,51,52,63,64,77,84;VALIDATION;2020-05-30;2023-11-18;120;48;2.145833;42;87.5;12;25.0;1;2.083333;0;0.0;0;0.0;2.195583;87.879167;28.366667;3.158333;0.170833;0.0;-0.379167;-3.366667;-1.075;-0.170833;0.0
NEW_MODE;9;9;13;11,13,14,17,37,44,45,51,52,63,64,77,84;TEST;2023-11-21;2026-08-04;120;34;2.088235;26;76.470588;10;29.411765;1;2.941176;0;0.0;0;0.0;2.191412;87.458824;28.429412;3.123529;0.135294;0.0;-10.988236;0.982353;-0.182353;-0.135294;0.0
NEW_MODE;10;9;13;12,19,32,37,39,55,56,66,71,74,77,82,87;DISCOVERY;2009-07-02;2020-05-28;108;108;2.518519;104;96.296296;50;46.296296;9;8.333333;1;0.925926;0;0.0;2.193019;87.316667;28.740741;3.114815;0.138889;0.005556;8.979629;17.555555;5.218518;0.787037;-0.005556
NEW_MODE;10;9;13;12,19,32,37,39,55,56,66,71,74,77,82,87;VALIDATION;2020-05-30;2023-11-18;108;39;2.358974;35;89.74359;15;38.461538;3;7.692308;0;0.0;0;0.0;2.196923;87.671795;28.774359;3.112821;0.148718;0.0;2.071795;9.687179;4.579487;-0.148718;0.0
NEW_MODE;10;9;13;12,19,32,37,39,55,56,66,71,74,77,82,87;TEST;2023-11-21;2026-08-04;108;39;2.128205;32;82.051282;11;28.205128;1;2.564103;0;0.0;0;0.0;2.198205;87.384615;28.994872;3.353846;0.087179;0.005128;-5.333333;-0.789744;-0.789743;-0.087179;-0.005128
NEW_MODE;11;9;13;07,08,19,22,27,40,44,45,51,59,63,78,86;DISCOVERY;2009-07-02;2020-05-28;120;120;2.433333;114;95.0;49;40.833333;9;7.5;0;0.0;0;0.0;2.1951;87.488333;28.791667;3.111667;0.135;0.001667;7.511667;12.041666;4.388333;-0.135;-0.001667
NEW_MODE;11;9;13;07,08,19,22,27,40,44,45,51,59,63,78,86;VALIDATION;2020-05-30;2023-11-18;120;27;2.444444;26;96.296296;11;40.740741;2;7.407407;0;0.0;0;0.0;2.209481;88.118519;29.385185;3.318519;0.133333;0.0;8.177777;11.355556;4.088888;-0.133333;0.0
NEW_MODE;11;9;13;07,08,19,22,27,40,44,45,51,59,63,78,86;TEST;2023-11-21;2026-08-04;120;41;1.829268;30;73.170732;4;9.756098;0;0.0;0;0.0;0;0.0;2.191951;87.634146;28.068293;3.385366;0.121951;0.0;-14.463414;-18.312195;-3.385366;-0.121951;0.0
NEW_MODE;12;9;13;01,09,10,14,30,44,49,52,53,61,62,63,72;DISCOVERY;2009-07-02;2020-05-28;114;114;2.324561;104;91.22807;42;36.842105;5;4.385965;0;0.0;0;0.0;2.203614;87.819298;29.273684;3.105263;0.168421;0.001754;3.408772;7.568421;1.280702;-0.168421;-0.001754
NEW_MODE;12;9;13;01,09,10,14,30,44,49,52,53,61,62,63,72;VALIDATION;2020-05-30;2023-11-18;114;28;2.214286;23;82.142857;8;28.571429;3;10.714286;0;0.0;0;0.0;2.199429;88.3;28.55;2.928572;0.185714;0.0;-6.157143;0.021429;7.785714;-0.185714;0.0
NEW_MODE;12;9;13;01,09,10,14,30,44,49,52,53,61,62,63,72;TEST;2023-11-21;2026-08-04;114;24;2.25;24;100.0;6;25.0;0;0.0;0;0.0;0;0.0;2.196833;87.683333;29.075;2.833333;0.108333;0.008333;12.316667;-4.075;-2.833333;-0.108333;-0.008333
NEW_MODE;13;9;13;09,10,11,21,35,37,38,48,55,58,60,85,90;DISCOVERY;2009-07-02;2020-05-28;97;97;2.587629;92;94.845361;48;49.484536;9;9.278351;5;5.154639;0;0.0;2.202928;87.63299;29.195876;3.338144;0.134021;0.0;7.212371;20.28866;5.940207;5.020618;0.0
NEW_MODE;13;9;13;09,10,11,21,35,37,38,48,55,58,60,85,90;VALIDATION;2020-05-30;2023-11-18;97;32;2.34375;30;93.75;11;34.375;2;6.25;0;0.0;0;0.0;2.20625;87.61875;29.54375;3.33125;0.1375;0.0125;6.13125;4.83125;2.91875;-0.1375;-0.0125
NEW_MODE;13;9;13;09,10,11,21,35,37,38,48,55,58,60,85,90;TEST;2023-11-21;2026-08-04;97;40;2;30;75.0;10;25.0;0;0.0;0;0.0;0;0.0;2.1967;87.955;28.605;3.03;0.115;0.0;-12.955;-3.605;-3.03;-0.115;0.0
NEW_MODE;14;9;13;01,02,03,16,19,25,33,34,45,50,52,80,84;DISCOVERY;2009-07-02;2020-05-28;99;99;2.414141;95;95.959596;39;39.393939;5;5.050505;1;1.010101;0;0.0;2.20202;87.547475;29.335353;3.218182;0.125253;0.0;8.412121;10.058586;1.832323;0.884848;0.0
NEW_MODE;14;9;13;01,02,03,16,19,25,33,34,45,50,52,80,84;VALIDATION;2020-05-30;2023-11-18;99;34;2.294118;30;88.235294;13;38.235294;1;2.941176;0;0.0;0;0.0;2.203;87.558824;29.582353;3.052941;0.135294;0.0;0.67647;8.652941;-0.111765;-0.135294;0.0
NEW_MODE;14;9;13;01,02,03,16,19,25,33,34,45,50,52,80,84;TEST;2023-11-21;2026-08-04;99;38;2.105263;34;89.473684;8;21.052632;0;0.0;0;0.0;0;0.0;2.188;87.289473;28.18421;3.2;0.126316;0.005263;2.184211;-7.131578;-3.2;-0.126316;-0.005263
NEW_MODE;15;9;13;06,11,20,22,26,36,37,47,51,61,77,78,90;DISCOVERY;2009-07-02;2020-05-28;117;117;2.555556;110;94.017094;55;47.008547;17;14.529915;0;0.0;0;0.0;2.200547;87.723077;29.105983;3.080342;0.158974;0.005128;6.294017;17.902564;11.449573;-0.158974;-0.005128
NEW_MODE;15;9;13;06,11,20,22,26,36,37,47,51,61,77,78,90;VALIDATION;2020-05-30;2023-11-18;117;44;2.090909;37;84.090909;11;25.0;0;0.0;0;0.0;0;0.0;2.202727;88.25;28.868182;2.990909;0.177273;0.0;-4.159091;-3.868182;-2.990909;-0.177273;0.0
NEW_MODE;15;9;13;06,11,20,22,26,36,37,47,51,61,77,78,90;TEST;2023-11-21;2026-08-04;117;28;2.107143;22;78.571429;9;32.142857;0;0.0;0;0.0;0;0.0;2.206143;88.464286;29.3;2.757143;0.092857;0.0;-9.892857;2.842857;-2.757143;-0.092857;0.0
NEW_MODE;16;9;13;03,10,14,15,27,36,42,43,47,69,74,80,86;DISCOVERY;2009-07-02;2020-05-28;116;116;2.474138;114;98.275862;45;38.793103;10;8.62069;2;1.724138;0;0.0;2.197741;87.6;28.9;3.113793;0.168966;0.001724;10.675862;9.893103;5.506897;1.555172;-0.001724
NEW_MODE;16;9;13;03,10,14,15,27,36,42,43,47,69,74,80,86;VALIDATION;2020-05-30;2023-11-18;116;29;2.137931;24;82.758621;8;27.586207;1;3.448276;0;0.0;0;0.0;2.206759;88.22069;29.137931;3.193104;0.144828;0.0;-5.462069;-1.551724;0.255172;-0.144828;0.0
NEW_MODE;16;9;13;03,10,14,15,27,36,42,43,47,69,74,80,86;TEST;2023-11-21;2026-08-04;116;37;2.243243;36;97.297297;10;27.027027;0;0.0;0;0.0;0;0.0;2.197621;87.902703;28.52973;3.156757;0.178378;0.0;9.394594;-1.502703;-3.156757;-0.178378;0.0
NEW_MODE;17;9;13;02,04,08,11,14,34,40,45,50,65,70,74,78;DISCOVERY;2009-07-02;2020-05-28;117;117;2.358974;107;91.452991;44;37.606838;8;6.837607;0;0.0;0;0.0;2.196034;87.65812;28.868376;2.94188;0.14188;0.003419;3.794871;8.738462;3.895727;-0.14188;-0.003419
NEW_MODE;17;9;13;02,04,08,11,14,34,40,45,50,65,70,74,78;VALIDATION;2020-05-30;2023-11-18;117;32;2.03125;26;81.25;7;21.875;0;0.0;0;0.0;0;0.0;2.21175;88.23125;29.80625;3.05;0.09375;0.0125;-6.98125;-7.93125;-3.05;-0.09375;-0.0125
NEW_MODE;17;9;13;02,04,08,11,14,34,40,45,50,65,70,74,78;TEST;2023-11-21;2026-08-04;117;37;2.108108;30;81.081081;10;27.027027;1;2.702703;0;0.0;0;0.0;2.202919;87.464865;29.32973;3.32973;0.183784;0.0;-6.383784;-2.302703;-0.627027;-0.183784;0.0
NEW_MODE;18;9;13;04,08,09,26,29,50,55,59,61,78,80,85,88;DISCOVERY;2009-07-02;2020-05-28;97;97;2.556701;95;97.938144;46;47.42268;10;10.309278;0;0.0;0;0.0;2.202845;87.985567;29.045361;3.119588;0.138144;0.002062;9.952577;18.377319;7.18969;-0.138144;-0.002062
NEW_MODE;18;9;13;04,08,09,26,29,50,55,59,61,78,80,85,88;VALIDATION;2020-05-30;2023-11-18;97;32;2.09375;25;78.125;9;28.125;1;3.125;0;0.0;0;0.0;2.196375;87.4625;28.85;3.15;0.18125;0.00625;-9.3375;-0.725;-0.025;-0.18125;-0.00625
NEW_MODE;18;9;13;04,08,09,26,29,50,55,59,61,78,80,85,88;TEST;2023-11-21;2026-08-04;97;41;2.317073;36;87.804878;15;36.585366;3;7.317073;0;0.0;0;0.0;2.197512;87.707317;28.912195;2.995122;0.15122;0.004878;0.097561;7.673171;4.321951;-0.15122;-0.004878
NEW_MODE;19;9;13;13,17,22,31,39,58,64,65,71,74,76,85,90;DISCOVERY;2009-07-02;2020-05-28;125;125;2.496;114;91.2;64;51.2;9;7.2;0;0.0;0;0.0;2.201024;87.688;29.1104;3.184;0.1344;0.0016;3.512;22.0896;4.016;-0.1344;-0.0016
NEW_MODE;19;9;13;13,17,22,31,39,58,64,65,71,74,76,85,90;VALIDATION;2020-05-30;2023-11-18;125;40;2.4;40;100.0;14;35.0;2;5.0;0;0.0;0;0.0;2.1975;87.65;28.82;3.18;0.12;0.005;12.35;6.18;1.82;-0.12;-0.005
NEW_MODE;19;9;13;13,17,22,31,39,58,64,65,71,74,76,85,90;TEST;2023-11-21;2026-08-04;125;37;2.135135;33;89.189189;8;21.621622;1;2.702703;0;0.0;0;0.0;2.196;87.583784;28.87027;2.983784;0.156757;0.016216;1.605405;-7.248648;-0.281081;-0.156757;-0.016216
NEW_MODE;20;9;13;05,08,10,15,17,35,36,42,44,66,73,75,82;DISCOVERY;2009-07-02;2020-05-28;111;111;2.351351;106;95.495495;40;36.036036;4;3.603604;0;0.0;0;0.0;2.199585;87.691892;29.088288;3.027027;0.163964;0.001802;7.803603;6.947748;0.576577;-0.163964;-0.001802
NEW_MODE;20;9;13;05,08,10,15,17,35,36,42,44,66,73,75,82;VALIDATION;2020-05-30;2023-11-18;111;37;2.216216;33;89.189189;11;29.72973;1;2.702703;0;0.0;0;0.0;2.206;88.054054;29.264865;3.124324;0.172973;0.0;1.135135;0.464865;-0.421621;-0.172973;0.0
NEW_MODE;20;9;13;05,08,10,15,17,35,36,42,44,66,73,75,82;TEST;2023-11-21;2026-08-04;111;40;2.025;34;85.0;7;17.5;1;2.5;0;0.0;0;0.0;2.19555;87.595;28.88;2.95;0.14;0.015;-2.595;-11.38;-0.45;-0.14;-0.015
NEW_MODE;21;9;13;02,04,08,14,26,52,58,69,74,79,80,86,88;DISCOVERY;2009-07-02;2020-05-28;120;120;2.533333;109;90.833333;57;47.5;17;14.166667;1;0.833333;0;0.0;2.19725;87.638333;28.886667;3.068333;0.143333;0.001667;3.195;18.613333;11.098334;0.69;-0.001667
NEW_MODE;21;9;13;02,04,08,14,26,52,58,69,74,79,80,86,88;VALIDATION;2020-05-30;2023-11-18;120;40;2.125;35;87.5;9;22.5;1;2.5;0;0.0;0;0.0;2.19525;87.825;28.75;2.89;0.085;0.0;-0.325;-6.25;-0.39;-0.085;0.0
NEW_MODE;21;9;13;02,04,08,14,26,52,58,69,74,79,80,86,88;TEST;2023-11-21;2026-08-04;120;35;2.514286;35;100.0;14;40.0;2;5.714286;2;5.714286;0;0.0;2.1932;87.742857;28.405714;3.062857;0.108571;0.0;12.257143;11.594286;2.651429;5.605715;0.0
NEW_MODE;22;9;13;11,12,24,25,37,52,58,67,73,80,84,85,89;DISCOVERY;2009-07-02;2020-05-28;110;110;2.454545;99;90.0;51;46.363636;9;8.181818;1;0.909091;0;0.0;2.205709;87.963636;29.245455;3.212727;0.161818;0.001818;2.036364;17.118181;4.969091;0.747273;-0.001818
NEW_MODE;22;9;13;11,12,24,25,37,52,58,67,73,80,84,85,89;VALIDATION;2020-05-30;2023-11-18;110;41;2.219512;37;90.243902;13;31.707317;0;0.0;0;0.0;0;0.0;2.190439;87.4;28.487805;2.965854;0.195122;0.004878;2.843902;3.219512;-2.965854;-0.195122;-0.004878
NEW_MODE;22;9;13;11,12,24,25,37,52,58,67,73,80,84,85,89;TEST;2023-11-21;2026-08-04;110;33;2.090909;29;87.878788;7;21.212121;0;0.0;0;0.0;0;0.0;2.209515;88.218182;29.381818;3.145455;0.218182;0.006061;-0.339394;-8.169697;-3.145455;-0.218182;-0.006061
NEW_MODE;23;9;13;14,25,26,39,50,55,56,57,63,64,81,82,87;DISCOVERY;2009-07-02;2020-05-28;97;97;2.371134;92;94.845361;38;39.175258;3;3.092784;0;0.0;0;0.0;2.200969;87.781443;29.179381;2.985567;0.169072;0.002062;7.063918;9.995877;0.107217;-0.169072;-0.002062
NEW_MODE;23;9;13;14,25,26,39,50,55,56,57,63,64,81,82,87;VALIDATION;2020-05-30;2023-11-18;97;34;2.441176;33;97.058824;14;41.176471;2;5.882353;0;0.0;0;0.0;2.204118;88.035294;29.164706;3.129412;0.105882;0.0;9.02353;12.011765;2.752941;-0.105882;0.0
NEW_MODE;23;9;13;14,25,26,39,50,55,56,57,63,64,81,82,87;TEST;2023-11-21;2026-08-04;97;44;2.159091;37;84.090909;14;31.818182;0;0.0;0;0.0;0;0.0;2.179364;87.331818;27.613636;2.845455;0.15;0.004545;-3.240909;4.204546;-2.845455;-0.15;-0.004545
NEW_MODE;24;9;13;15,16,30,31,36,40,46,49,53,59,74,84,88;DISCOVERY;2009-07-02;2020-05-28;108;108;2.490741;103;95.37037;55;50.925926;3;2.777778;0;0.0;0;0.0;2.196;87.255556;29.031481;3.159259;0.162963;0.001852;8.114814;21.894445;-0.381481;-0.162963;-0.001852
NEW_MODE;24;9;13;15,16,30,31,36,40,46,49,53,59,74,84,88;VALIDATION;2020-05-30;2023-11-18;108;34;2.294118;30;88.235294;10;29.411765;4;11.764706;0;0.0;0;0.0;2.195471;87.529412;28.711765;3.164706;0.135294;0.005882;0.705882;0.7;8.6;-0.135294;-0.005882
NEW_MODE;24;9;13;15,16,30,31,36,40,46,49,53,59,74,84,88;TEST;2023-11-21;2026-08-04;108;31;2.129032;26;83.870968;9;29.032258;0;0.0;0;0.0;0;0.0;2.214194;88.651613;29.632258;2.993548;0.167742;0.0;-4.780645;-0.6;-2.993548;-0.167742;0.0
NEW_MODE;25;9;13;03,18,19,34,37,50,55,67,70,82,84,85,86;DISCOVERY;2009-07-02;2020-05-28;117;117;2.512821;113;96.581197;51;43.589744;12;10.25641;1;0.854701;0;0.0;2.200701;87.579487;29.133333;3.247863;0.126496;0.0;9.00171;14.456411;7.008547;0.728205;0.0
NEW_MODE;25;9;13;03,18,19,34,37,50,55,67,70,82,84,85,86;VALIDATION;2020-05-30;2023-11-18;117;45;2.155556;41;91.111111;10;22.222222;1;2.222222;0;0.0;0;0.0;2.1932;87.653333;28.391111;3.137778;0.151111;0.0;3.457778;-6.168889;-0.915556;-0.151111;0.0
NEW_MODE;25;9;13;03,18,19,34,37,50,55,67,70,82,84,85,86;TEST;2023-11-21;2026-08-04;117;35;2.114286;32;91.428571;7;20.0;0;0.0;0;0.0;0;0.0;2.192743;87.868571;28.108571;3.102857;0.205714;0.0;3.56;-8.108571;-3.102857;-0.205714;0.0
NEW_MODE;26;9;13;02,11,19,28,41,50,53,59,61,68,69,71,90;DISCOVERY;2009-07-02;2020-05-28;117;117;2.367521;109;93.162393;46;39.316239;5;4.273504;0;0.0;0;0.0;2.199248;87.846154;28.822222;3.147009;0.123077;0.003419;5.316239;10.494017;1.126495;-0.123077;-0.003419
NEW_MODE;26;9;13;02,11,19,28,41,50,53,59,61,68,69,71,90;VALIDATION;2020-05-30;2023-11-18;117;28;2.214286;22;78.571429;9;32.142857;3;10.714286;0;0.0;0;0.0;2.199357;87.557143;29.05;3.242857;0.1;0.0;-8.985714;3.092857;7.471429;-0.1;0.0
NEW_MODE;26;9;13;02,11,19,28,41,50,53,59,61,68,69,71,90;TEST;2023-11-21;2026-08-04;117;31;2.064516;26;83.870968;7;22.580645;0;0.0;0;0.0;0;0.0;2.18871;87.470968;28.509677;2.793548;0.103226;0.0;-3.6;-5.929032;-2.793548;-0.103226;0.0
NEW_MODE;27;9;13;01,14,19,25,41,43,52,60,63,64,67,71,81;DISCOVERY;2009-07-02;2020-05-28;98;98;2.387755;90;91.836735;36;36.734694;8;8.163265;2;2.040816;0;0.0;2.19951;87.557143;29.006122;3.246939;0.153061;0.002041;4.279592;7.728572;4.916326;1.887755;-0.002041
NEW_MODE;27;9;13;01,14,19,25,41,43,52,60,63,64,67,71,81;VALIDATION;2020-05-30;2023-11-18;98;37;2.432432;36;97.297297;16;43.243243;1;2.702703;0;0.0;0;0.0;2.189081;86.827027;28.816216;3.048649;0.221622;0.0;10.47027;14.427027;-0.345946;-0.221622;0.0
NEW_MODE;27;9;13;01,14,19,25,41,43,52,60,63,64,67,71,81;TEST;2023-11-21;2026-08-04;98;37;2.324324;34;91.891892;12;32.432432;3;8.108108;0;0.0;0;0.0;2.197243;87.308108;29.221622;3.043243;0.156757;0.0;4.583784;3.21081;5.064865;-0.156757;0.0
NEW_MODE;28;9;13;05,09,19,30,38,46,51,60,66,77,83,85,88;DISCOVERY;2009-07-02;2020-05-28;103;103;2.407767;101;98.058252;37;35.92233;7;6.796117;0;0.0;0;0.0;2.201806;87.815534;29.085437;3.133981;0.157282;0.0;10.242718;6.836893;3.662136;-0.157282;0.0
NEW_MODE;28;9;13;05,09,19,30,38,46,51,60,66,77,83,85,88;VALIDATION;2020-05-30;2023-11-18;103;42;2.071429;37;88.095238;8;19.047619;0;0.0;0;0.0;0;0.0;2.198667;87.909524;28.895238;2.966667;0.090476;0.004762;0.185714;-9.847619;-2.966667;-0.090476;-0.004762
NEW_MODE;28;9;13;05,09,19,30,38,46,51,60,66,77,83,85,88;TEST;2023-11-21;2026-08-04;103;44;2.136364;37;84.090909;12;27.272727;1;2.272727;0;0.0;0;0.0;2.198727;88.05;28.836364;2.890909;0.113636;0.0;-3.959091;-1.563637;-0.618182;-0.113636;0.0
NEW_MODE;29;9;13;02,07,16,28,31,45,56,67,68,72,74,77,84;DISCOVERY;2009-07-02;2020-05-28;111;111;2.504505;106;95.495495;46;41.441441;15;13.513514;0;0.0;0;0.0;2.196919;87.646847;28.675676;3.227027;0.14955;0.005405;7.848648;12.765765;10.286487;-0.14955;-0.005405
