Dataset;Trigger;CandidatePool;CandidateNumber;DiscoveryRank;Split;Occurrences;PostDrawTotal;GeneralAppearances;GeneralRatePct;PostAppearances;PostRatePct;LiftPctPoints;RateRatio;WindowsContainingNumber;WindowPresenceRatePct
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;72;9;VALIDATION;25;225;39;6.914894;13;5.777778;-1.137116;0.835556;11;44.0
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;74;8;VALIDATION;25;225;34;6.028369;9;4.0;-2.028369;0.663529;9;36.0
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;80;5;VALIDATION;25;225;42;7.446809;12;5.333333;-2.113475;0.71619;7;28.0
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;85;6;VALIDATION;25;225;28;4.964539;11;4.888889;-0.07565;0.984762;9;36.0
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;11;12;TEST;42;378;42;7.446809;24;6.349206;-1.097602;0.852608;18;42.857143
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;14;11;TEST;42;378;39;6.914894;34;8.994709;2.079815;1.300773;22;52.380952
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;24;2;TEST;42;378;32;5.673759;18;4.761905;-0.911854;0.839286;14;33.333333
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;32;3;TEST;42;378;29;5.141844;18;4.761905;-0.379939;0.926108;16;38.095238
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;35;13;TEST;42;378;32;5.673759;23;6.084656;0.410897;1.072421;20;47.619048
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;45;10;TEST;42;378;41;7.269504;31;8.201058;0.931555;1.128146;23;54.761905
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;58;7;TEST;42;378;42;7.446809;22;5.820106;-1.626703;0.781557;18;42.857143
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;63;4;TEST;42;378;47;8.333333;21;5.555556;-2.777778;0.666667;16;38.095238
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;71;1;TEST;42;378;38;6.737589;25;6.613757;-0.123832;0.981621;19;45.238095
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;72;9;TEST;42;378;40;7.092199;18;4.761905;-2.330294;0.671429;17;40.47619
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;74;8;TEST;42;378;37;6.560284;31;8.201058;1.640775;1.250107;21;50.0
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;80;5;TEST;42;378;46;8.156028;38;10.05291;1.896882;1.232574;29;69.047619
NEW_MODE;2;11,14,24,32,35,45,58,63,71,72,74,80,85;85;6;TEST;42;378;53;9.397163;28;7.407407;-1.989756;0.78826;21;50.0
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;6;11;DISCOVERY;92;828;129;7.633136;71;8.574879;0.941743;1.123376;47;51.086957
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;9;6;DISCOVERY;92;828;120;7.100592;70;8.454106;1.353515;1.19062;52;56.521739
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;12;8;DISCOVERY;92;828;115;6.804734;66;7.971014;1.166281;1.171393;43;46.73913
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;20;3;DISCOVERY;92;828;112;6.627219;71;8.574879;1.94766;1.293888;58;63.043478
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;24;10;DISCOVERY;92;828;108;6.390533;62;7.487923;1.09739;1.171721;41;44.565217
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;27;5;DISCOVERY;92;828;99;5.857988;60;7.246377;1.388389;1.237008;45;48.913043
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;62;9;DISCOVERY;92;828;113;6.686391;65;7.850242;1.163851;1.174063;54;58.695652
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;63;13;DISCOVERY;92;828;109;6.449704;61;7.36715;0.917446;1.142246;47;51.086957
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;69;12;DISCOVERY;92;828;115;6.804734;64;7.729469;0.924735;1.135896;47;51.086957
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;72;4;DISCOVERY;92;828;109;6.449704;66;7.971014;1.52131;1.235873;44;47.826087
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;78;2;DISCOVERY;92;828;120;7.100592;76;9.178744;2.078152;1.292673;56;60.869565
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;80;1;DISCOVERY;92;828;110;6.508876;72;8.695652;2.186776;1.335968;56;60.869565
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;85;7;DISCOVERY;92;828;132;7.810651;75;9.057971;1.24732;1.159695;54;58.695652
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;6;11;VALIDATION;35;315;47;8.333333;27;8.571429;0.238095;1.028571;19;54.285714
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;9;6;VALIDATION;35;315;49;8.687943;27;8.571429;-0.116515;0.986589;19;54.285714
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;12;8;VALIDATION;35;315;28;4.964539;17;5.396825;0.432286;1.087075;16;45.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;20;3;VALIDATION;35;315;37;6.560284;21;6.666667;0.106383;1.016216;17;48.571429
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;24;10;VALIDATION;35;315;34;6.028369;21;6.666667;0.638298;1.105882;15;42.857143
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;27;5;VALIDATION;35;315;37;6.560284;18;5.714286;-0.845998;0.871042;14;40.0
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;62;9;VALIDATION;35;315;40;7.092199;20;6.349206;-0.742992;0.895238;14;40.0
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;63;13;VALIDATION;35;315;34;6.028369;21;6.666667;0.638298;1.105882;16;45.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;69;12;VALIDATION;35;315;37;6.560284;19;6.031746;-0.528538;0.919434;16;45.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;72;4;VALIDATION;35;315;39;6.914894;33;10.47619;3.561297;1.515018;22;62.857143
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;78;2;VALIDATION;35;315;35;6.205674;18;5.714286;-0.491388;0.920816;16;45.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;80;1;VALIDATION;35;315;42;7.446809;29;9.206349;1.759541;1.236281;19;54.285714
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;85;7;VALIDATION;35;315;28;4.964539;13;4.126984;-0.837555;0.831293;11;31.428571
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;6;11;TEST;35;315;45;7.978723;29;9.206349;1.227626;1.153862;20;57.142857
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;9;6;TEST;35;315;35;6.205674;23;7.301587;1.095914;1.176599;16;45.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;12;8;TEST;35;315;25;4.432624;17;5.396825;0.964201;1.217524;13;37.142857
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;20;3;TEST;35;315;42;7.446809;20;6.349206;-1.097602;0.852608;18;51.428571
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;24;10;TEST;35;315;32;5.673759;17;5.396825;-0.276933;0.95119;15;42.857143
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;27;5;TEST;35;315;37;6.560284;24;7.619048;1.058764;1.16139;19;54.285714
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;62;9;TEST;35;315;38;6.737589;25;7.936508;1.198919;1.177945;18;51.428571
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;63;13;TEST;35;315;47;8.333333;29;9.206349;0.873016;1.104762;20;57.142857
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;69;12;TEST;35;315;36;6.382979;13;4.126984;-2.255995;0.646561;11;31.428571
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;72;4;TEST;35;315;40;7.092199;18;5.714286;-1.377913;0.805714;14;40.0
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;78;2;TEST;35;315;29;5.141844;9;2.857143;-2.284701;0.555665;9;25.714286
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;80;1;TEST;35;315;46;8.156028;27;8.571429;0.4154;1.050932;21;60.0
NEW_MODE;3;06,09,12,20,24,27,62,63,69,72,78,80,85;85;7;TEST;35;315;53;9.397163;30;9.52381;0.126646;1.013477;22;62.857143
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;26;5;DISCOVERY;100;900;118;6.982249;77;8.555556;1.573307;1.22533;57;57.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;34;3;DISCOVERY;100;900;121;7.159763;79;8.777778;1.618014;1.225987;57;57.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;40;9;DISCOVERY;100;900;101;5.976331;64;7.111111;1.13478;1.189879;48;48.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;45;4;DISCOVERY;100;900;133;7.869822;85;9.444444;1.574622;1.200084;65;65.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;49;8;DISCOVERY;100;900;125;7.39645;77;8.555556;1.159106;1.156711;56;56.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;50;6;DISCOVERY;100;900;103;6.094675;67;7.444444;1.34977;1.221467;46;46.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;59;2;DISCOVERY;100;900;107;6.331361;72;8.0;1.668639;1.263551;49;49.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;67;11;DISCOVERY;100;900;120;7.100592;73;8.111111;1.010519;1.142315;53;53.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;71;10;DISCOVERY;100;900;100;5.91716;63;7.0;1.08284;1.183;54;54.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;78;1;DISCOVERY;100;900;120;7.100592;81;9.0;1.899408;1.2675;58;58.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;83;12;DISCOVERY;100;900;127;7.514793;76;8.444444;0.929652;1.12371;58;58.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;88;7;DISCOVERY;100;900;104;6.153846;66;7.333333;1.179487;1.191667;51;51.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;90;13;DISCOVERY;100;900;129;7.633136;77;8.555556;0.922419;1.120844;53;53.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;26;5;VALIDATION;34;306;28;4.964539;16;5.228758;0.264219;1.053221;13;38.235294
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;34;3;VALIDATION;34;306;33;5.851064;16;5.228758;-0.622306;0.893642;13;38.235294
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;40;9;VALIDATION;34;306;46;8.156028;26;8.496732;0.340704;1.041773;22;64.705882
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;45;4;VALIDATION;34;306;40;7.092199;24;7.843137;0.750939;1.105882;16;47.058824
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;49;8;VALIDATION;34;306;47;8.333333;20;6.535948;-1.797386;0.784314;15;44.117647
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;50;6;VALIDATION;34;306;27;4.787234;8;2.614379;-2.172855;0.546115;8;23.529412
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;59;2;VALIDATION;34;306;38;6.737589;23;7.51634;0.778751;1.115583;16;47.058824
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;67;11;VALIDATION;34;306;36;6.382979;20;6.535948;0.152969;1.023965;18;52.941176
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;71;10;VALIDATION;34;306;42;7.446809;27;8.823529;1.376721;1.184874;22;64.705882
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;78;1;VALIDATION;34;306;35;6.205674;15;4.901961;-1.303713;0.789916;13;38.235294
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;83;12;VALIDATION;34;306;34;6.028369;16;5.228758;-0.799611;0.867359;16;47.058824
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;88;7;VALIDATION;34;306;33;5.851064;9;2.941176;-2.909887;0.502674;8;23.529412
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;90;13;VALIDATION;34;306;29;5.141844;15;4.901961;-0.239883;0.953347;13;38.235294
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;26;5;TEST;40;360;31;5.496454;23;6.388889;0.892435;1.162366;18;45.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;34;3;TEST;40;360;42;7.446809;26;7.222222;-0.224586;0.969841;20;50.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;40;9;TEST;40;360;43;7.624113;24;6.666667;-0.957447;0.874419;20;50.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;45;4;TEST;40;360;41;7.269504;28;7.777778;0.508274;1.069919;24;60.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;49;8;TEST;40;360;42;7.446809;30;8.333333;0.886525;1.119048;25;62.5
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;50;6;TEST;40;360;27;4.787234;23;6.388889;1.601655;1.334568;18;45.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;59;2;TEST;40;360;40;7.092199;24;6.666667;-0.425532;0.94;20;50.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;67;11;TEST;40;360;28;4.964539;26;7.222222;2.257683;1.454762;21;52.5
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;71;10;TEST;40;360;38;6.737589;22;6.111111;-0.626478;0.907018;18;45.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;78;1;TEST;40;360;29;5.141844;16;4.444444;-0.6974;0.864368;16;40.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;83;12;TEST;40;360;47;8.333333;29;8.055556;-0.277778;0.966667;22;55.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;88;7;TEST;40;360;41;7.269504;23;6.388889;-0.880615;0.878862;16;40.0
NEW_MODE;4;26,34,40,45,49,50,59,67,71,78,83,88,90;90;13;TEST;40;360;35;6.205674;12;3.333333;-2.87234;0.537143;12;30.0
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;8;3;DISCOVERY;98;882;106;6.272189;68;7.709751;1.437561;1.229196;55;56.122449
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;10;13;DISCOVERY;98;882;109;6.449704;64;7.256236;0.806532;1.125049;51;52.040816
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;11;8;DISCOVERY;98;882;120;7.100592;72;8.163265;1.062674;1.14966;48;48.979592
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;15;12;DISCOVERY;98;882;118;6.982249;69;7.823129;0.840881;1.120431;54;55.102041
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;29;2;DISCOVERY;98;882;112;6.627219;73;8.276644;1.649425;1.248886;51;52.040816
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;39;9;DISCOVERY;98;882;115;6.804734;69;7.823129;1.018396;1.14966;53;54.081633
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;44;10;DISCOVERY;98;882;101;5.976331;61;6.9161;0.939768;1.157248;45;45.918367
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;56;11;DISCOVERY;98;882;123;7.278107;72;8.163265;0.885159;1.121619;51;52.040816
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;68;1;DISCOVERY;98;882;119;7.04142;77;8.730159;1.688739;1.239829;55;56.122449
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;69;7;DISCOVERY;98;882;115;6.804734;70;7.936508;1.131774;1.166322;53;54.081633
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;70;6;DISCOVERY;98;882;98;5.798817;62;7.029478;1.230662;1.212226;48;48.979592
NEW_MODE;5;08,10,11,15,29,39,44,56,68,69,70,87,90;87;4;DISCOVERY;98;882;112;6.627219;71;8.049887;1.422668;1.21467;58;59.183673
