Dataset;Trigger;CandidatePool;CandidateNumber;DiscoveryRank;Split;Offset;Occurrences;Appearances;RatePct;GeneralRatePct;LiftPctPoints
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;DISCOVERY;5;178;15;8.426966;6.208251;2.218715
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;DISCOVERY;6;178;18;10.11236;6.208251;3.904108
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;DISCOVERY;7;178;16;8.988764;6.208251;2.780513
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;DISCOVERY;8;178;4;2.247191;6.208251;-3.96106
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;DISCOVERY;9;178;9;5.05618;6.208251;-1.152072
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;1;178;14;7.865169;6.286837;1.578332
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;2;178;14;7.865169;6.286837;1.578332
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;3;178;13;7.303371;6.286837;1.016534
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;4;178;12;6.741573;6.286837;0.454736
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;5;178;12;6.741573;6.286837;0.454736
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;6;178;12;6.741573;6.286837;0.454736
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;7;178;11;6.179775;6.286837;-0.107062
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;8;178;10;5.617978;6.286837;-0.668859
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;DISCOVERY;9;178;14;7.865169;6.286837;1.578332
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;1;178;9;5.05618;6.561886;-1.505706
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;2;178;23;12.921348;6.561886;6.359462
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;3;178;12;6.741573;6.561886;0.179687
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;4;178;14;7.865169;6.561886;1.303282
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;5;178;11;6.179775;6.561886;-0.382111
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;6;178;10;5.617978;6.561886;-0.943909
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;7;178;18;10.11236;6.561886;3.550473
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;8;178;11;6.179775;6.561886;-0.382111
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;DISCOVERY;9;178;11;6.179775;6.561886;-0.382111
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;1;178;16;8.988764;7.504912;1.483852
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;2;178;14;7.865169;7.504912;0.360257
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;3;178;14;7.865169;7.504912;0.360257
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;4;178;17;9.550562;7.504912;2.04565
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;5;178;13;7.303371;7.504912;-0.201541
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;6;178;16;8.988764;7.504912;1.483852
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;7;178;17;9.550562;7.504912;2.04565
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;8;178;9;5.05618;7.504912;-2.448732
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;DISCOVERY;9;178;18;10.11236;7.504912;2.607448
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;1;178;17;9.550562;7.308448;2.242114
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;2;178;7;3.932584;7.308448;-3.375864
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;3;178;18;10.11236;7.308448;2.803912
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;4;178;17;9.550562;7.308448;2.242114
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;5;178;18;10.11236;7.308448;2.803912
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;6;178;13;7.303371;7.308448;-0.005077
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;7;178;12;6.741573;7.308448;-0.566875
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;8;178;10;5.617978;7.308448;-1.69047
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;DISCOVERY;9;178;16;8.988764;7.308448;1.680316
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;1;178;15;8.426966;7.504912;0.922055
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;2;178;13;7.303371;7.504912;-0.201541
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;3;178;17;9.550562;7.504912;2.04565
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;4;178;12;6.741573;7.504912;-0.763339
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;5;178;17;9.550562;7.504912;2.04565
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;6;178;18;10.11236;7.504912;2.607448
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;7;178;14;7.865169;7.504912;0.360257
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;8;178;10;5.617978;7.504912;-1.886934
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;DISCOVERY;9;178;17;9.550562;7.504912;2.04565
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;1;46;3;6.521739;6.47821;0.043529
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;2;46;2;4.347826;6.47821;-2.130384
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;3;46;4;8.695652;6.47821;2.217443
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;4;46;4;8.695652;6.47821;2.217443
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;5;46;2;4.347826;6.47821;-2.130384
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;6;46;2;4.347826;6.47821;-2.130384
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;7;46;3;6.521739;6.47821;0.043529
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;8;46;4;8.695652;6.47821;2.217443
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;VALIDATION;9;46;2;4.347826;6.47821;-2.130384
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;1;46;4;8.695652;6.713781;1.981871
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;2;46;4;8.695652;6.713781;1.981871
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;3;46;6;13.043478;6.713781;6.329697
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;4;46;1;2.173913;6.713781;-4.539868
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;5;46;4;8.695652;6.713781;1.981871
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;6;46;1;2.173913;6.713781;-4.539868
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;7;46;1;2.173913;6.713781;-4.539868
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;8;46;3;6.521739;6.713781;-0.192042
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;VALIDATION;9;46;3;6.521739;6.713781;-0.192042
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;1;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;2;46;7;15.217391;6.124853;9.092539
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;3;46;2;4.347826;6.124853;-1.777027
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;4;46;1;2.173913;6.124853;-3.95094
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;5;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;6;46;1;2.173913;6.124853;-3.95094
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;7;46;5;10.869565;6.124853;4.744712
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;8;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;VALIDATION;9;46;4;8.695652;6.124853;2.570799
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;1;46;2;4.347826;7.184923;-2.837097
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;2;46;2;4.347826;7.184923;-2.837097
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;3;46;5;10.869565;7.184923;3.684642
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;4;46;5;10.869565;7.184923;3.684642
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;5;46;4;8.695652;7.184923;1.510729
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;6;46;0;0.0;7.184923;-7.184923
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;7;46;1;2.173913;7.184923;-5.01101
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;8;46;5;10.869565;7.184923;3.684642
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;VALIDATION;9;46;3;6.521739;7.184923;-0.663184
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;1;46;3;6.521739;7.53828;-1.016541
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;2;46;1;2.173913;7.53828;-5.364367
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;3;46;2;4.347826;7.53828;-3.190454
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;4;46;1;2.173913;7.53828;-5.364367
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;5;46;2;4.347826;7.53828;-3.190454
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;6;46;4;8.695652;7.53828;1.157372
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;7;46;9;19.565217;7.53828;12.026937
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;8;46;6;13.043478;7.53828;5.505198
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;VALIDATION;9;46;2;4.347826;7.53828;-3.190454
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;1;46;2;4.347826;5.182568;-0.834742
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;2;46;3;6.521739;5.182568;1.339171
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;3;46;3;6.521739;5.182568;1.339171
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;4;46;1;2.173913;5.182568;-3.008655
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;5;46;0;0.0;5.182568;-5.182568
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;6;46;3;6.521739;5.182568;1.339171
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;7;46;0;0.0;5.182568;-5.182568
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;8;46;6;13.043478;5.182568;7.860911
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;53;12;VALIDATION;9;46;3;6.521739;5.182568;1.339171
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;1;46;1;2.173913;5.889282;-3.715368
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;2;46;3;6.521739;5.889282;0.632458
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;3;46;4;8.695652;5.889282;2.806371
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;4;46;6;13.043478;5.889282;7.154197
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;5;46;4;8.695652;5.889282;2.806371
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;6;46;1;2.173913;5.889282;-3.715368
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;7;46;1;2.173913;5.889282;-3.715368
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;8;46;1;2.173913;5.889282;-3.715368
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;56;7;VALIDATION;9;46;3;6.521739;5.889282;0.632458
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;1;46;5;10.869565;6.124853;4.744712
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;2;46;6;13.043478;6.124853;6.918625
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;3;46;2;4.347826;6.124853;-1.777027
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;4;46;1;2.173913;6.124853;-3.95094
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;5;46;1;2.173913;6.124853;-3.95094
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;6;46;5;10.869565;6.124853;4.744712
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;7;46;0;0.0;6.124853;-6.124853
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;8;46;4;8.695652;6.124853;2.570799
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;58;5;VALIDATION;9;46;5;10.869565;6.124853;4.744712
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;1;46;1;2.173913;6.007067;-3.833154
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;2;46;2;4.347826;6.007067;-1.659241
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;3;46;3;6.521739;6.007067;0.514672
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;4;46;1;2.173913;6.007067;-3.833154
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;5;46;2;4.347826;6.007067;-1.659241
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;6;46;5;10.869565;6.007067;4.862498
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;7;46;3;6.521739;6.007067;0.514672
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;8;46;5;10.869565;6.007067;4.862498
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;64;11;VALIDATION;9;46;1;2.173913;6.007067;-3.833154
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;1;46;1;2.173913;7.420495;-5.246582
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;2;46;3;6.521739;7.420495;-0.898756
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;3;46;1;2.173913;7.420495;-5.246582
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;4;46;6;13.043478;7.420495;5.622984
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;5;46;5;10.869565;7.420495;3.449071
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;6;46;3;6.521739;7.420495;-0.898756
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;7;46;6;13.043478;7.420495;5.622984
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;8;46;7;15.217391;7.420495;7.796897
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;72;8;VALIDATION;9;46;3;6.521739;7.420495;-0.898756
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;1;46;1;2.173913;7.891637;-5.717724
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;2;46;2;4.347826;7.891637;-3.543811
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;3;46;5;10.869565;7.891637;2.977928
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;4;46;3;6.521739;7.891637;-1.369898
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;5;46;2;4.347826;7.891637;-3.543811
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;6;46;3;6.521739;7.891637;-1.369898
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;7;46;4;8.695652;7.891637;0.804015
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;8;46;4;8.695652;7.891637;0.804015
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;77;9;VALIDATION;9;46;6;13.043478;7.891637;5.151841
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;1;46;1;2.173913;6.831567;-4.657654
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;2;46;2;4.347826;6.831567;-2.48374
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;3;46;3;6.521739;6.831567;-0.309827
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;4;46;5;10.869565;6.831567;4.037999
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;5;46;2;4.347826;6.831567;-2.48374
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;6;46;5;10.869565;6.831567;4.037999
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;7;46;3;6.521739;6.831567;-0.309827
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;8;46;2;4.347826;6.831567;-2.48374
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;87;13;VALIDATION;9;46;4;8.695652;6.831567;1.864086
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;1;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;2;46;4;8.695652;6.124853;2.570799
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;3;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;4;46;2;4.347826;6.124853;-1.777027
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;5;46;1;2.173913;6.124853;-3.95094
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;6;46;5;10.869565;6.124853;4.744712
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;7;46;2;4.347826;6.124853;-1.777027
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;8;46;3;6.521739;6.124853;0.396886
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;88;10;VALIDATION;9;46;2;4.347826;6.124853;-1.777027
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;1;58;1;1.724138;6.124853;-4.400715
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;2;58;2;3.448276;6.124853;-2.676577
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;3;58;6;10.344828;6.124853;4.219975
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;4;58;2;3.448276;6.124853;-2.676577
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;5;58;8;13.793103;6.124853;7.668251
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;6;58;2;3.448276;6.124853;-2.676577
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;7;58;3;5.172414;6.124853;-0.952439
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;8;58;1;1.724138;6.124853;-4.400715
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;29;2;TEST;9;58;2;3.448276;6.124853;-2.676577
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;1;58;4;6.896552;6.47821;0.418342
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;2;58;3;5.172414;6.47821;-1.305796
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;3;58;4;6.896552;6.47821;0.418342
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;4;58;5;8.62069;6.47821;2.14248
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;5;58;4;6.896552;6.47821;0.418342
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;6;58;4;6.896552;6.47821;0.418342
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;7;58;6;10.344828;6.47821;3.866618
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;8;58;4;6.896552;6.47821;0.418342
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;33;3;TEST;9;58;1;1.724138;6.47821;-4.754072
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;1;58;2;3.448276;8.127208;-4.678933
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;2;58;8;13.793103;8.127208;5.665895
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;3;58;2;3.448276;8.127208;-4.678933
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;4;58;5;8.62069;8.127208;0.493481
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;5;58;1;1.724138;8.127208;-6.403071
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;6;58;1;1.724138;8.127208;-6.403071
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;7;58;2;3.448276;8.127208;-4.678933
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;8;58;5;8.62069;8.127208;0.493481
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;41;6;TEST;9;58;8;13.793103;8.127208;5.665895
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;1;58;3;5.172414;7.53828;-2.365867
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;2;58;3;5.172414;7.53828;-2.365867
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;3;58;9;15.517241;7.53828;7.978961
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;4;58;2;3.448276;7.53828;-4.090004
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;5;58;4;6.896552;7.53828;-0.641729
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;6;58;4;6.896552;7.53828;-0.641729
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;7;58;5;8.62069;7.53828;1.082409
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;8;58;3;5.172414;7.53828;-2.365867
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;49;4;TEST;9;58;6;10.344828;7.53828;2.806547
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;1;58;5;8.62069;7.773852;0.846838
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;2;58;4;6.896552;7.773852;-0.8773
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;3;58;5;8.62069;7.773852;0.846838
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;4;58;5;8.62069;7.773852;0.846838
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;5;58;4;6.896552;7.773852;-0.8773
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;6;58;6;10.344828;7.773852;2.570976
OVERALL;8;29,33,41,49,52,53,56,58,64,72,77,87,88;52;1;TEST;7;58;5;8.62069;7.773852;0.846838
