Dataset;Trigger;WindowSize;PoolSize;CandidatePool;Split;SplitStartDate;SplitEndDate;DiscoveryOccurrences;Occurrences;AverageBestHit;WindowsAtLeast2;RateAtLeast2;WindowsAtLeast3;RateAtLeast3;WindowsAtLeast4;RateAtLeast4;WindowsAtLeast5;RateAtLeast5;WindowsAtLeast6;RateAtLeast6;RandomAverageBestHit;RandomRateAtLeast2;RandomRateAtLeast3;RandomRateAtLeast4;RandomRateAtLeast5;RandomRateAtLeast6;LiftAtLeast2PctPoints;LiftAtLeast3PctPoints;LiftAtLeast4PctPoints;LiftAtLeast5PctPoints;LiftAtLeast6PctPoints
OVERALL;4;9;13;19,22,34,50,61,63,68,71,76,78,83,88,90;VALIDATION;2016-08-27;2022-03-10;170;45;2.244444;40;88.888889;15;33.333333;1;2.222222;0;0.0;0;0.0;2.201644;87.968889;28.755556;3.315555;0.146667;0.0;0.92;4.577777;-1.093333;-0.146667;0.0
OVERALL;4;9;13;19,22,34,50,61,63,68,71,76,78,83,88,90;TEST;2022-03-12;2026-08-04;170;60;2.216667;55;91.666667;17;28.333333;1;1.666667;0;0.0;0;0.0;2.2017;87.626667;29.303333;3.11;0.133333;0.006667;4.04;-0.97;-1.443333;-0.133333;-0.006667
OVERALL;5;9;13;07,17,22,27,29,44,48,56,68,69,72,81,90;DISCOVERY;1997-12-03;2016-08-25;151;151;2.410596;141;93.377483;65;43.046358;6;3.97351;1;0.662252;0;0.0;2.20053;87.70596;29.013245;3.198676;0.144371;0.006623;5.671523;14.033113;0.774834;0.517881;-0.006623
OVERALL;5;9;13;07,17,22,27,29,44,48,56,68,69,72,81,90;VALIDATION;2016-08-27;2022-03-10;151;50;2.22;46;92.0;14;28.0;1;2.0;0;0.0;0;0.0;2.19868;87.968;28.672;3.128;0.12;0.0;4.032;-0.672;-1.128;-0.12;0.0
OVERALL;5;9;13;07,17,22,27,29,44,48,56,68,69,72,81,90;TEST;2022-03-12;2026-08-04;151;64;2.203125;60;93.75;15;23.4375;2;3.125;0;0.0;0;0.0;2.196563;87.3875;28.840625;3.278125;0.153125;0.0;6.3625;-5.403125;-0.153125;-0.153125;0.0
OVERALL;6;9;13;03,19,38,39,45,51,56,57,59,80,81,82,88;DISCOVERY;1997-12-03;2016-08-25;182;182;2.417582;172;94.505495;74;40.659341;12;6.593407;0;0.0;0;0.0;2.194945;87.623077;28.634066;3.081319;0.172528;0.002198;6.882418;12.025275;3.512088;-0.172528;-0.002198
OVERALL;6;9;13;03,19,38,39,45,51,56,57,59,80,81,82,88;VALIDATION;2016-08-27;2022-03-10;182;69;2.144928;62;89.855072;16;23.188406;1;1.449275;0;0.0;0;0.0;2.184522;86.918841;28.330435;3.046377;0.171014;0.005797;2.936231;-5.142029;-1.597102;-0.171014;-0.005797
OVERALL;6;9;13;03,19,38,39,45,51,56,57,59,80,81,82,88;TEST;2022-03-12;2026-08-04;182;65;2.369231;61;93.846154;24;36.923077;4;6.153846;0;0.0;0;0.0;2.197538;87.747692;28.796923;3.083077;0.138462;0.0;6.098462;8.126154;3.070769;-0.138462;0.0
OVERALL;7;9;13;10,13,20,32,36,44,46,60,72,73,80,81,86;DISCOVERY;1997-12-03;2016-08-25;149;149;2.302013;137;91.946309;57;38.255034;0;0.0;0;0.0;0;0.0;2.196805;87.722148;28.704698;3.146309;0.12349;0.002685;4.224161;9.550336;-3.146309;-0.12349;-0.002685
OVERALL;7;9;13;10,13,20,32,36,44,46,60,72,73,80,81,86;VALIDATION;2016-08-27;2022-03-10;149;60;2.266667;55;91.666667;21;35.0;0;0.0;0;0.0;0;0.0;2.203233;87.886667;29.14;3.146667;0.16;0.0;3.78;5.86;-3.146667;-0.16;0.0
OVERALL;7;9;13;10,13,20,32,36,44,46,60,72,73,80,81,86;TEST;2022-03-12;2026-08-04;149;57;2.122807;51;89.473684;13;22.807018;0;0.0;0;0.0;0;0.0;2.197263;87.452631;29.02807;3.084211;0.178947;0.0;2.021053;-6.221052;-3.084211;-0.178947;0.0
OVERALL;8;9;13;29,33,41,49,52,53,56,58,64,72,77,87,88;DISCOVERY;1997-12-03;2016-08-25;178;178;2.438202;172;96.629213;71;39.88764;13;7.303371;0;0.0;0;0.0;2.198292;87.589888;28.906742;3.211236;0.133708;0.0;9.039325;10.980898;4.092135;-0.133708;0.0
OVERALL;8;9;13;29,33,41,49,52,53,56,58,64,72,77,87,88;VALIDATION;2016-08-27;2022-03-10;178;46;2.173913;36;78.26087;15;32.608696;3;6.521739;0;0.0;0;0.0;2.189783;87.195652;28.508696;3.178261;0.13913;0.004348;-8.934782;4.1;3.343478;-0.13913;-0.004348
OVERALL;8;9;13;29,33,41,49,52,53,56,58,64,72,77,87,88;TEST;2022-03-12;2026-08-04;178;58;2.224138;52;89.655172;18;31.034483;1;1.724138;0;0.0;0;0.0;2.185966;87.144828;28.262069;3.055173;0.134483;0.0;2.510344;2.772414;-1.331035;-0.134483;0.0
OVERALL;9;9;13;11,13,14,17,45,52,54,55,57,64,69,72,86;DISCOVERY;1997-12-03;2016-08-25;144;144;2.361111;137;95.138889;52;36.111111;7;4.861111;0;0.0;0;0.0;2.205917;87.840278;29.363889;3.223611;0.184722;0.0;7.298611;6.747222;1.6375;-0.184722;0.0
OVERALL;9;9;13;11,13,14,17,45,52,54,55,57,64,69,72,86;VALIDATION;2016-08-27;2022-03-10;144;62;2.258065;54;87.096774;21;33.870968;3;4.83871;0;0.0;0;0.0;2.203839;88.083871;29.0;3.183871;0.13871;0.0;-0.987097;4.870968;1.654839;-0.13871;0.0
OVERALL;9;9;13;11,13,14,17,45,52,54,55,57,64,69,72,86;TEST;2022-03-12;2026-08-04;144;58;2.155172;46;79.310345;21;36.206897;0;0.0;0;0.0;0;0.0;2.192793;87.755172;28.265517;3.103448;0.165517;0.0;-8.444827;7.94138;-3.103448;-0.165517;0.0
OVERALL;10;9;13;02,03,14,16,39,45,52,53,56,70,74,77,87;DISCOVERY;1997-12-03;2016-08-25;159;159;2.408805;147;92.45283;64;40.251572;13;8.176101;0;0.0;0;0.0;2.197333;87.483019;28.973585;3.14088;0.144654;0.002516;4.969811;11.277987;5.035221;-0.144654;-0.002516
OVERALL;10;9;13;02,03,14,16,39,45,52,53,56,70,74,77,87;VALIDATION;2016-08-27;2022-03-10;159;57;2.298246;54;94.736842;15;26.315789;5;8.77193;0;0.0;0;0.0;2.19593;87.638596;28.764912;3.094737;0.108772;0.007018;7.098246;-2.449123;5.677193;-0.108772;-0.007018
OVERALL;10;9;13;02,03,14,16,39,45,52,53,56,70,74,77,87;TEST;2022-03-12;2026-08-04;159;57;2.105263;51;89.473684;12;21.052632;0;0.0;0;0.0;0;0.0;2.201509;87.694737;29.035088;3.308772;0.112281;0.003509;1.778947;-7.982456;-3.308772;-0.112281;-0.003509
OVERALL;11;9;13;01,07,10,19,22,27,32,44,47,54,58,59,73;DISCOVERY;1997-12-03;2016-08-25;171;171;2.362573;158;92.397661;61;35.672515;14;8.187135;0;0.0;0;0.0;2.198632;87.680702;28.984795;3.053801;0.154386;0.005848;4.716959;6.68772;5.133334;-0.154386;-0.005848
OVERALL;11;9;13;01,07,10,19,22,27,32,44,47,54,58,59,73;VALIDATION;2016-08-27;2022-03-10;171;56;2.142857;48;85.714286;13;23.214286;3;5.357143;0;0.0;0;0.0;2.198357;87.857143;28.603571;3.239286;0.15;0.0;-2.142857;-5.389285;2.117857;-0.15;0.0
OVERALL;11;9;13;01,07,10,19,22,27,32,44,47,54,58,59,73;TEST;2022-03-12;2026-08-04;171;54;2.259259;49;90.740741;19;35.185185;0;0.0;0;0.0;0;0.0;2.195519;87.655556;28.42963;3.351852;0.125926;0.0;3.085185;6.755555;-3.351852;-0.125926;0.0
OVERALL;12;9;13;10,24,29,45,56,67,69,71,72,79,83,87,88;DISCOVERY;1997-12-03;2016-08-25;171;171;2.380117;163;95.321637;68;39.766082;5;2.923977;0;0.0;0;0.0;2.196538;87.34386;28.962573;3.197661;0.157895;0.004678;7.977777;10.803509;-0.273684;-0.157895;-0.004678
OVERALL;12;9;13;10,24,29,45,56,67,69,71,72,79,83,87,88;VALIDATION;2016-08-27;2022-03-10;171;49;2.163265;45;91.836735;12;24.489796;0;0.0;0;0.0;0;0.0;2.20498;88.22449;29.179592;2.934694;0.163265;0.0;3.612245;-4.689796;-2.934694;-0.163265;0.0
OVERALL;12;9;13;10,24,29,45,56,67,69,71,72,79,83,87,88;TEST;2022-03-12;2026-08-04;171;39;2.179487;31;79.487179;12;30.769231;3;7.692308;0;0.0;0;0.0;2.193743;87.753846;28.620513;2.88718;0.138462;0.005128;-8.266667;2.148718;4.805128;-0.138462;-0.005128
OVERALL;13;9;13;05,16,18,23,26,29,37,42,46,48,60,63,79;DISCOVERY;1997-12-03;2016-08-25;160;160;2.1125;142;88.75;34;21.25;2;1.25;0;0.0;0;0.0;2.202237;87.60125;29.165;3.29625;0.16125;0.00625;1.14875;-7.915;-2.04625;-0.16125;-0.00625
OVERALL;13;9;13;05,16,18,23,26,29,37,42,46,48,60,63,79;VALIDATION;2016-08-27;2022-03-10;160;46;2.108696;40;86.956522;10;21.73913;1;2.173913;0;0.0;0;0.0;2.197217;87.565218;28.895652;3.16087;0.113043;0.008696;-0.608696;-7.156522;-0.986957;-0.113043;-0.008696
OVERALL;13;9;13;05,16,18,23,26,29,37,42,46,48,60,63,79;TEST;2022-03-12;2026-08-04;160;56;2.357143;47;83.928571;25;44.642857;4;7.142857;0;0.0;0;0.0;2.199321;87.928571;28.817857;3.092857;0.121429;0.0;-4.0;15.825;4.05;-0.121429;0.0
OVERALL;14;9;13;02,13,19,23,44,45,49,52,55,80,84,86,90;DISCOVERY;1997-12-03;2016-08-25;166;166;2.319277;151;90.963855;63;37.951807;5;3.012048;0;0.0;0;0.0;2.195217;87.451807;28.857831;3.101205;0.127711;0.001205;3.512048;9.093976;-0.089157;-0.127711;-0.001205
OVERALL;14;9;13;02,13,19,23,44,45,49,52,55,80,84,86,90;VALIDATION;2016-08-27;2022-03-10;166;52;2.230769;48;92.307692;16;30.769231;0;0.0;0;0.0;0;0.0;2.200269;87.45;29.442308;3.069231;0.096154;0.0;4.857692;1.326923;-3.069231;-0.096154;0.0
OVERALL;14;9;13;02,13,19,23,44,45,49,52,55,80,84,86,90;TEST;2022-03-12;2026-08-04;166;54;2.240741;50;92.592593;16;29.62963;1;1.851852;0;0.0;0;0.0;2.19463;87.492593;28.681481;3.144445;0.148148;0.003704;5.1;0.948149;-1.292593;-0.148148;-0.003704
OVERALL;15;9;13;10,11,12,19,24,45,51,52,59,61,78,80,87;DISCOVERY;1997-12-03;2016-08-25;159;159;2.396226;149;93.710692;65;40.880503;7;4.402516;1;0.628931;0;0.0;2.204654;87.807547;29.425157;3.103145;0.145912;0.0;5.903145;11.455346;1.299371;0.483019;0.0
OVERALL;15;9;13;10,11,12,19,24,45,51,52,59,61,78,80,87;VALIDATION;2016-08-27;2022-03-10;159;69;2.217391;58;84.057971;22;31.884058;4;5.797101;0;0.0;0;0.0;2.200261;87.872464;28.872464;3.107246;0.17971;0.008696;-3.814493;3.011594;2.689855;-0.17971;-0.008696
OVERALL;15;9;13;10,11,12,19,24,45,51,52,59,61,78,80,87;TEST;2022-03-12;2026-08-04;159;45;2.266667;40;88.888889;17;37.777778;0;0.0;0;0.0;0;0.0;2.204311;88.377778;28.991111;2.924444;0.137778;0.0;0.511111;8.786667;-2.924444;-0.137778;0.0
OVERALL;16;9;13;01,10,14,22,23,31,37,39,41,46,76,79,85;DISCOVERY;1997-12-03;2016-08-25;159;159;2.358491;150;94.339623;60;37.735849;6;3.773585;0;0.0;0;0.0;2.20034;87.703145;28.916981;3.251572;0.171069;0.001258;6.636478;8.818868;0.522013;-0.171069;-0.001258
OVERALL;16;9;13;01,10,14,22,23,31,37,39,41,46,76,79,85;VALIDATION;2016-08-27;2022-03-10;159;65;2.169231;57;87.692308;17;26.153846;2;3.076923;0;0.0;0;0.0;2.198862;87.818462;28.929231;2.993846;0.16;0.0;-0.126154;-2.775385;0.083077;-0.16;0.0
OVERALL;16;9;13;01,10,14,22,23,31,37,39,41,46,76,79,85;TEST;2022-03-12;2026-08-04;159;50;2.32;47;94.0;17;34.0;2;4.0;0;0.0;0;0.0;2.19952;87.884;28.748;3.176;0.16;0.0;6.116;5.252;0.824;-0.16;0.0
OVERALL;17;9;13;07,08,12,26,29,30,32,40,50,51,66,69,86;DISCOVERY;1997-12-03;2016-08-25;177;177;2.446328;165;93.220339;76;42.937853;15;8.474576;0;0.0;0;0.0;2.193446;87.59096;28.575141;3.041808;0.146893;0.00113;5.629379;14.362712;5.432768;-0.146893;-0.00113
OVERALL;17;9;13;07,08,12,26,29,30,32,40,50,51,66,69,86;VALIDATION;2016-08-27;2022-03-10;177;57;2.105263;49;85.964912;13;22.807018;1;1.754386;0;0.0;0;0.0;2.201509;87.554386;29.368421;3.105263;0.129825;0.010526;-1.589474;-6.561403;-1.350877;-0.129825;-0.010526
OVERALL;17;9;13;07,08,12,26,29,30,32,40,50,51,66,69,86;TEST;2022-03-12;2026-08-04;177;54;2.203704;41;75.925926;18;33.333333;6;11.111111;0;0.0;0;0.0;2.206;87.788889;29.444444;3.222222;0.155556;0.0;-11.862963;3.888889;7.888889;-0.155556;0.0
OVERALL;18;9;13;08,09,17,22,26,41,42,50,53,61,80,85,88;DISCOVERY;1997-12-03;2016-08-25;150;150;2.4;137;91.333333;67;44.666667;6;4.0;0;0.0;0;0.0;2.20236;87.750667;29.061333;3.262667;0.165333;0.006667;3.582666;15.605334;0.737333;-0.165333;-0.006667
OVERALL;18;9;13;08,09,17,22,26,41,42,50,53,61,80,85,88;VALIDATION;2016-08-27;2022-03-10;150;44;2.090909;40;90.909091;8;18.181818;0;0.0;0;0.0;0;0.0;2.2045;87.886364;29.404545;3.004545;0.154545;0.009091;3.022727;-11.222727;-3.004545;-0.154545;-0.009091
OVERALL;18;9;13;08,09,17,22,26,41,42,50,53,61,80,85,88;TEST;2022-03-12;2026-08-04;150;59;2.20339;48;81.355932;18;30.508475;5;8.474576;0;0.0;0;0.0;2.196;87.677966;28.698305;3.081356;0.159322;0.00339;-6.322034;1.81017;5.39322;-0.159322;-0.00339
OVERALL;19;9;13;01,15,16,17,31,38,39,41,48,53,66,67,75;DISCOVERY;1997-12-03;2016-08-25;182;182;2.406593;173;95.054945;74;40.659341;7;3.846154;2;1.098901;0;0.0;2.20422;87.892308;29.21978;3.178022;0.15055;0.001099;7.162637;11.439561;0.668132;0.948351;-0.001099
OVERALL;19;9;13;01,15,16,17,31,38,39,41,48,53,66,67,75;VALIDATION;2016-08-27;2022-03-10;182;60;2.283333;55;91.666667;18;30.0;4;6.666667;0;0.0;0;0.0;2.200533;87.9;28.803333;3.24;0.12;0.006667;3.766667;1.196667;3.426667;-0.12;-0.006667
OVERALL;19;9;13;01,15,16,17,31,38,39,41,48,53,66,67,75;TEST;2022-03-12;2026-08-04;182;56;2.303571;53;94.642857;20;35.714286;0;0.0;0;0.0;0;0.0;2.197;87.475;28.989286;3.060714;0.175;0.010714;7.167857;6.725;-3.060714;-0.175;-0.010714
OVERALL;20;9;13;03,15,17,26,33,42,44,48,57,70,71,78,82;DISCOVERY;1997-12-03;2016-08-25;165;165;2.369697;155;93.939394;64;38.787879;7;4.242424;0;0.0;0;0.0;2.198412;87.756364;28.996364;2.972121;0.129697;0.001212;6.18303;9.791515;1.270303;-0.129697;-0.001212
OVERALL;20;9;13;03,15,17,26,33,42,44,48,57,70,71,78,82;VALIDATION;2016-08-27;2022-03-10;165;52;2.192308;44;84.615385;16;30.769231;2;3.846154;0;0.0;0;0.0;2.202615;87.788461;28.996154;3.334616;0.165385;0.0;-3.173076;1.773077;0.511538;-0.165385;0.0
OVERALL;20;9;13;03,15,17,26,33,42,44,48,57,70,71,78,82;TEST;2022-03-12;2026-08-04;165;61;2.114754;53;86.885246;14;22.95082;1;1.639344;0;0.0;0;0.0;2.196885;87.514754;29.062295;2.963935;0.154098;0.009836;-0.629508;-6.111475;-1.324591;-0.154098;-0.009836
OVERALL;21;9;13;02,03,06,15,20,24,52,55,61,62,69,79,87;DISCOVERY;1997-12-03;2016-08-25;165;165;2.460606;155;93.939394;70;42.424242;16;9.69697;0;0.0;0;0.0;2.195697;87.61697;28.796364;3.036364;0.132121;0.004848;6.322424;13.627878;6.660606;-0.132121;-0.004848
OVERALL;21;9;13;02,03,06,15,20,24,52,55,61,62,69,79,87;VALIDATION;2016-08-27;2022-03-10;165;63;2.126984;54;85.714286;17;26.984127;0;0.0;0;0.0;0;0.0;2.202603;87.850794;29.234921;3.044445;0.142857;0.003175;-2.136508;-2.250794;-3.044445;-0.142857;-0.003175
OVERALL;21;9;13;02,03,06,15,20,24,52,55,61,62,69,79,87;TEST;2022-03-12;2026-08-04;165;55;2.090909;44;80.0;16;29.090909;0;0.0;0;0.0;0;0.0;2.187891;87.596364;28.203636;2.909091;0.094545;0.0;-7.596364;0.887273;-2.909091;-0.094545;0.0
OVERALL;22;9;13;12,13,27,31,43,52,64,65,67,72,73,80,86;DISCOVERY;1997-12-03;2016-08-25;165;165;2.393939;149;90.30303;69;41.818182;11;6.666667;1;0.606061;0;0.0;2.202303;87.666667;29.22303;3.190303;0.16;0.001212;2.636363;12.595152;3.476364;0.446061;-0.001212
OVERALL;22;9;13;12,13,27,31,43,52,64,65,67,72,73,80,86;VALIDATION;2016-08-27;2022-03-10;165;56;2.196429;49;87.5;18;32.142857;0;0.0;0;0.0;0;0.0;2.201393;87.971429;28.910714;3.085714;0.185714;0.003571;-0.471429;3.232143;-3.085714;-0.185714;-0.003571
OVERALL;22;9;13;12,13,27,31,43,52,64,65,67,72,73,80,86;TEST;2022-03-12;2026-08-04;165;58;2.155172;52;89.655172;13;22.413793;2;3.448276;0;0.0;0;0.0;2.203138;88.024138;29.051724;3.062069;0.182759;0.006897;1.631034;-6.637931;0.386207;-0.182759;-0.006897
OVERALL;23;9;13;01,21,25,26,41,55,58,62,63,75,77,87,88;DISCOVERY;1997-12-03;2016-08-25;151;151;2.443709;142;94.039735;67;44.370861;8;5.298013;1;0.662252;0;0.0;2.199987;87.707285;29.100662;3.062252;0.144371;0.001325;6.33245;15.270199;2.235761;0.517881;-0.001325
OVERALL;23;9;13;01,21,25,26,41,55,58,62,63,75,77,87,88;VALIDATION;2016-08-27;2022-03-10;151;45;2.111111;40;88.888889;11;24.444444;0;0.0;0;0.0;0;0.0;2.200089;88.106667;29.0;2.795555;0.124444;0.0;0.782222;-4.555556;-2.795555;-0.124444;0.0
OVERALL;23;9;13;01,21,25,26,41,55,58,62,63,75,77,87,88;TEST;2022-03-12;2026-08-04;151;68;2.25;61;89.705882;24;35.294118;0;0.0;0;0.0;0;0.0;2.188941;87.594118;28.258824;2.920588;0.132353;0.002941;2.111764;7.035294;-2.920588;-0.132353;-0.002941
OVERALL;24;9;13;09,13,15,27,32,33,46,49,55,60,67,79,85;DISCOVERY;1997-12-03;2016-08-25;158;158;2.462025;152;96.202532;67;42.405063;12;7.594937;0;0.0;0;0.0;2.194899;87.282279;29.029114;3.04557;0.146835;0.0;8.920253;13.375949;4.549367;-0.146835;0.0
OVERALL;24;9;13;09,13,15,27,32,33,46,49,55,60,67,79,85;VALIDATION;2016-08-27;2022-03-10;158;49;2.081633;43;87.755102;9;18.367347;1;2.040816;0;0.0;0;0.0;2.193592;87.285714;28.759184;3.146939;0.167347;0.008163;0.469388;-10.391837;-1.106123;-0.167347;-0.008163
OVERALL;24;9;13;09,13,15,27,32,33,46,49,55,60,67,79,85;TEST;2022-03-12;2026-08-04;158;47;2.297872;43;91.489362;17;36.170213;1;2.12766;0;0.0;0;0.0;2.208213;88.26383;29.378723;3.051064;0.144681;0.0;3.225532;6.79149;-0.923404;-0.144681;0.0
OVERALL;25;9;13;01,03,13,14,16,17,33,34,35,49,50,55,70;DISCOVERY;1997-12-03;2016-08-25;172;172;2.27907;156;90.697674;56;32.55814;8;4.651163;0;0.0;0;0.0;2.203233;87.875581;29.065116;3.253488;0.148837;0.0;2.822093;3.493024;1.397675;-0.148837;0.0
OVERALL;25;9;13;01,03,13,14,16,17,33,34,35,49,50,55,70;VALIDATION;2016-08-27;2022-03-10;172;52;2.230769;45;86.538462;18;34.615385;1;1.923077;0;0.0;0;0.0;2.201462;87.438461;29.334615;3.25;0.138462;0.0;-0.899999;5.28077;-1.326923;-0.138462;0.0
OVERALL;25;9;13;01,03,13,14,16,17,33,34,35,49,50,55,70;TEST;2022-03-12;2026-08-04;172;63;2.031746;52;82.539683;12;19.047619;1;1.587302;0;0.0;0;0.0;2.18927;87.673016;27.933333;3.139683;0.190476;0.0;-5.133333;-8.885714;-1.552381;-0.190476;0.0
OVERALL;26;9;13;04,19,30,34,39,41,45,52,53,54,68,85,90;DISCOVERY;1997-12-03;2016-08-25;172;172;2.44186;165;95.930233;71;41.27907;10;5.813953;2;1.162791;0;0.0;2.197419;87.701163;28.817442;3.103488;0.133721;0.002326;8.22907;12.461628;2.710465;1.02907;-0.002326
OVERALL;26;9;13;04,19,30,34,39,41,45,52,53,54,68,85,90;VALIDATION;2016-08-27;2022-03-10;172;46;2.130435;41;89.130435;11;23.913043;0;0.0;0;0.0;0;0.0;2.20913;88.139131;29.269565;3.4;0.121739;0.0;0.991304;-5.356522;-3.4;-0.121739;0.0
OVERALL;26;9;13;04,19,30,34,39,41,45,52,53,54,68,85,90;TEST;2022-03-12;2026-08-04;172;47;2.106383;41;87.234043;9;19.148936;2;4.255319;0;0.0;0;0.0;2.191192;87.425532;28.646808;2.957447;0.102128;0.0;-0.191489;-9.497872;1.297872;-0.102128;0.0
OVERALL;27;9;13;03,05,17,33,43,47,53,58,60,71,73,81,85;DISCOVERY;1997-12-03;2016-08-25;155;155;2.387097;146;94.193548;59;38.064516;10;6.451613;0;0.0;0;0.0;2.193239;87.232258;28.790968;3.153548;0.162581;0.0;6.96129;9.273548;3.298065;-0.162581;0.0
OVERALL;27;9;13;03,05,17,33,43,47,53,58,60,71,73,81,85;VALIDATION;2016-08-27;2022-03-10;155;53;2.45283;51;96.226415;24;45.283019;2;3.773585;0;0.0;0;0.0;2.194943;87.622641;28.550943;3.139623;0.184906;0.003774;8.603774;16.732076;0.633962;-0.184906;-0.003774
OVERALL;27;9;13;03,05,17,33,43,47,53,58,60,71,73,81,85;TEST;2022-03-12;2026-08-04;155;53;2.188679;47;88.679245;15;28.301887;1;1.886792;0;0.0;0;0.0;2.197509;87.275472;29.222642;3.079245;0.177358;0.0;1.403773;-0.920755;-1.192453;-0.177358;0.0
OVERALL;28;9;13;06,08,19,30,38,40,56,64,65,66,83,86,88;DISCOVERY;1997-12-03;2016-08-25;148;148;2.418919;136;91.891892;61;41.216216;12;8.108108;1;0.675676;0;0.0;2.199013;87.72973;28.882432;3.168919;0.133784;0.0;4.162162;12.333784;4.939189;0.541892;0.0
OVERALL;28;9;13;06,08,19,30,38,40,56,64,65,66,83,86,88;VALIDATION;2016-08-27;2022-03-10;148;57;2.210526;52;91.22807;16;28.070175;1;1.754386;0;0.0;0;0.0;2.198316;87.803509;28.814035;3.063158;0.161404;0.0;3.424561;-0.74386;-1.308772;-0.161404;0.0
OVERALL;28;9;13;06,08,19,30,38,40,56,64,65,66,83,86,88;TEST;2022-03-12;2026-08-04;148;65;2.076923;57;87.692308;12;18.461538;1;1.538462;0;0.0;0;0.0;2.198892;87.898462;28.981538;2.92;0.098462;0.003077;-0.206154;-10.52;-1.381538;-0.098462;-0.003077
OVERALL;29;9;13;02,19,31,37,42,43,45,56,67,68,74,77,90;DISCOVERY;1997-12-03;2016-08-25;156;156;2.49359;149;95.512821;71;45.512821;13;8.333333;0;0.0;0;0.0;2.196538;87.408974;28.916667;3.19359;0.151282;0.0;8.103847;16.596154;5.139743;-0.151282;0.0
