Dataset;Trigger;CandidatePool;CandidateNumber;DiscoveryRank;Split;Offset;Occurrences;Appearances;RatePct;GeneralRatePct;LiftPctPoints
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;3;112;7;6.25;6.627219;-0.377219
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;4;112;5;4.464286;6.627219;-2.162933
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;5;112;12;10.714286;6.627219;4.087067
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;6;112;11;9.821429;6.627219;3.19421
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;7;112;6;5.357143;6.627219;-1.270076
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;8;112;9;8.035714;6.627219;1.408495
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;DISCOVERY;9;112;11;9.821429;6.627219;3.19421
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;1;112;9;8.035714;5.798817;2.236898
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;2;112;8;7.142857;5.798817;1.344041
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;3;112;5;4.464286;5.798817;-1.334531
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;4;112;5;4.464286;5.798817;-1.334531
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;5;112;11;9.821429;5.798817;4.022612
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;6;112;5;4.464286;5.798817;-1.334531
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;7;112;11;9.821429;5.798817;4.022612
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;8;112;6;5.357143;5.798817;-0.441674
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;DISCOVERY;9;112;7;6.25;5.798817;0.451183
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;1;112;11;9.821429;6.923077;2.898352
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;2;112;5;4.464286;6.923077;-2.458791
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;3;112;11;9.821429;6.923077;2.898352
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;4;112;13;11.607143;6.923077;4.684066
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;5;112;9;8.035714;6.923077;1.112637
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;6;112;7;6.25;6.923077;-0.673077
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;7;112;6;5.357143;6.923077;-1.565934
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;8;112;9;8.035714;6.923077;1.112637
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;DISCOVERY;9;112;9;8.035714;6.923077;1.112637
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;1;112;9;8.035714;7.39645;0.639265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;2;112;8;7.142857;7.39645;-0.253593
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;3;112;10;8.928571;7.39645;1.532122
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;4;112;8;7.142857;7.39645;-0.253593
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;5;112;9;8.035714;7.39645;0.639265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;6;112;9;8.035714;7.39645;0.639265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;7;112;8;7.142857;7.39645;-0.253593
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;8;112;8;7.142857;7.39645;-0.253593
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;DISCOVERY;9;112;14;12.5;7.39645;5.10355
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;1;112;11;9.821429;7.218935;2.602494
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;2;112;8;7.142857;7.218935;-0.076078
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;3;112;12;10.714286;7.218935;3.495351
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;4;112;6;5.357143;7.218935;-1.861792
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;5;112;11;9.821429;7.218935;2.602494
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;6;112;12;10.714286;7.218935;3.495351
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;7;112;13;11.607143;7.218935;4.388208
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;8;112;7;6.25;7.218935;-0.968935
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;DISCOVERY;9;112;7;6.25;7.218935;-0.968935
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;1;112;10;8.928571;6.449704;2.478867
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;2;112;5;4.464286;6.449704;-1.985418
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;3;112;5;4.464286;6.449704;-1.985418
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;4;112;6;5.357143;6.449704;-1.092561
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;5;112;9;8.035714;6.449704;1.58601
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;6;112;13;11.607143;6.449704;5.157439
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;7;112;14;12.5;6.449704;6.050296
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;8;112;13;11.607143;6.449704;5.157439
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;DISCOVERY;9;112;9;8.035714;6.449704;1.58601
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;1;112;9;8.035714;7.573964;0.46175
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;2;112;11;9.821429;7.573964;2.247464
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;3;112;4;3.571429;7.573964;-4.002536
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;4;112;16;14.285714;7.573964;6.71175
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;5;112;12;10.714286;7.573964;3.140321
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;6;112;9;8.035714;7.573964;0.46175
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;7;112;14;12.5;7.573964;4.926036
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;8;112;8;7.142857;7.573964;-0.431107
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;DISCOVERY;9;112;9;8.035714;7.573964;0.46175
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;1;112;8;7.142857;7.100592;0.042265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;2;112;7;6.25;7.100592;-0.850592
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;3;112;9;8.035714;7.100592;0.935123
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;4;112;14;12.5;7.100592;5.399408
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;5;112;9;8.035714;7.100592;0.935123
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;6;112;10;8.928571;7.100592;1.82798
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;7;112;8;7.142857;7.100592;0.042265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;8;112;8;7.142857;7.100592;0.042265
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;DISCOVERY;9;112;7;6.25;7.100592;-0.850592
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;1;112;19;16.964286;7.514793;9.449493
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;2;112;15;13.392857;7.514793;5.878064
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;3;112;10;8.928571;7.514793;1.413779
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;4;112;8;7.142857;7.514793;-0.371936
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;5;112;8;7.142857;7.514793;-0.371936
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;6;112;7;6.25;7.514793;-1.264793
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;7;112;8;7.142857;7.514793;-0.371936
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;8;112;6;5.357143;7.514793;-2.15765
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;83;5;DISCOVERY;9;112;8;7.142857;7.514793;-0.371936
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;1;112;8;7.142857;6.745562;0.397295
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;2;112;10;8.928571;6.745562;2.183009
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;3;112;11;9.821429;6.745562;3.075866
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;4;112;10;8.928571;6.745562;2.183009
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;5;112;9;8.035714;6.745562;1.290152
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;6;112;10;8.928571;6.745562;2.183009
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;7;112;11;9.821429;6.745562;3.075866
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;8;112;6;5.357143;6.745562;-1.388419
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;84;2;DISCOVERY;9;112;10;8.928571;6.745562;2.183009
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;1;112;8;7.142857;7.633136;-0.490279
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;2;112;10;8.928571;7.633136;1.295435
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;3;112;9;8.035714;7.633136;0.402578
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;4;112;8;7.142857;7.633136;-0.490279
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;5;112;14;12.5;7.633136;4.866864
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;6;112;12;10.714286;7.633136;3.08115
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;7;112;11;9.821429;7.633136;2.188292
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;8;112;7;6.25;7.633136;-1.383136
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;90;8;DISCOVERY;9;112;9;8.035714;7.633136;0.402578
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;1;34;0;0.0;4.432624;-4.432624
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;2;34;1;2.941176;4.432624;-1.491448
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;3;34;0;0.0;4.432624;-4.432624
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;4;34;1;2.941176;4.432624;-1.491448
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;5;34;0;0.0;4.432624;-4.432624
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;6;34;0;0.0;4.432624;-4.432624
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;7;34;4;11.764706;4.432624;7.332082
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;8;34;2;5.882353;4.432624;1.449729
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;2;13;VALIDATION;9;34;5;14.705882;4.432624;10.273258
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;1;34;2;5.882353;5.673759;0.208594
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;2;34;1;2.941176;5.673759;-2.732582
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;3;34;0;0.0;5.673759;-5.673759
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;4;34;3;8.823529;5.673759;3.149771
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;5;34;6;17.647059;5.673759;11.9733
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;6;34;1;2.941176;5.673759;-2.732582
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;7;34;4;11.764706;5.673759;6.090947
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;8;34;2;5.882353;5.673759;0.208594
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;18;6;VALIDATION;9;34;0;0.0;5.673759;-5.673759
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;1;34;6;17.647059;6.560284;11.086775
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;2;34;4;11.764706;6.560284;5.204422
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;3;34;2;5.882353;6.560284;-0.677931
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;4;34;1;2.941176;6.560284;-3.619107
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;5;34;2;5.882353;6.560284;-0.677931
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;6;34;2;5.882353;6.560284;-0.677931
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;7;34;4;11.764706;6.560284;5.204422
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;8;34;1;2.941176;6.560284;-3.619107
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;20;7;VALIDATION;9;34;3;8.823529;6.560284;2.263246
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;1;34;1;2.941176;6.382979;-3.441802
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;2;34;1;2.941176;6.382979;-3.441802
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;3;34;1;2.941176;6.382979;-3.441802
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;4;34;3;8.823529;6.382979;2.440551
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;5;34;1;2.941176;6.382979;-3.441802
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;6;34;1;2.941176;6.382979;-3.441802
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;7;34;2;5.882353;6.382979;-0.500626
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;8;34;2;5.882353;6.382979;-0.500626
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;23;10;VALIDATION;9;34;2;5.882353;6.382979;-0.500626
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;1;34;4;11.764706;8.156028;3.608678
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;2;34;3;8.823529;8.156028;0.667501
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;3;34;1;2.941176;8.156028;-5.214852
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;4;34;0;0.0;8.156028;-8.156028
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;5;34;3;8.823529;8.156028;0.667501
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;6;34;1;2.941176;8.156028;-5.214852
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;7;34;2;5.882353;8.156028;-2.273675
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;8;34;2;5.882353;8.156028;-2.273675
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;25;9;VALIDATION;9;34;0;0.0;8.156028;-8.156028
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;1;34;3;8.823529;6.737589;2.085941
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;2;34;3;8.823529;6.737589;2.085941
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;3;34;2;5.882353;6.737589;-0.855236
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;4;34;3;8.823529;6.737589;2.085941
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;5;34;3;8.823529;6.737589;2.085941
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;6;34;2;5.882353;6.737589;-0.855236
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;7;34;4;11.764706;6.737589;5.027117
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;8;34;4;11.764706;6.737589;5.027117
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;47;11;VALIDATION;9;34;0;0.0;6.737589;-6.737589
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;1;34;0;0.0;7.269504;-7.269504
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;2;34;4;11.764706;7.269504;4.495202
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;3;34;2;5.882353;7.269504;-1.387151
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;4;34;4;11.764706;7.269504;4.495202
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;5;34;3;8.823529;7.269504;1.554026
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;6;34;2;5.882353;7.269504;-1.387151
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;7;34;3;8.823529;7.269504;1.554026
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;8;34;3;8.823529;7.269504;1.554026
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;55;4;VALIDATION;9;34;2;5.882353;7.269504;-1.387151
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;1;34;0;0.0;6.028369;-6.028369
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;2;34;5;14.705882;6.028369;8.677514
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;3;34;2;5.882353;6.028369;-0.146016
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;4;34;5;14.705882;6.028369;8.677514
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;5;34;2;5.882353;6.028369;-0.146016
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;6;34;2;5.882353;6.028369;-0.146016
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;7;34;1;2.941176;6.028369;-3.087192
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;8;34;0;0.0;6.028369;-6.028369
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;63;1;VALIDATION;9;34;2;5.882353;6.028369;-0.146016
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;1;34;2;5.882353;5.851064;0.031289
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;2;34;1;2.941176;5.851064;-2.909887
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;3;34;2;5.882353;5.851064;0.031289
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;4;34;0;0.0;5.851064;-5.851064
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;5;34;1;2.941176;5.851064;-2.909887
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;6;34;3;8.823529;5.851064;2.972466
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;7;34;1;2.941176;5.851064;-2.909887
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;8;34;1;2.941176;5.851064;-2.909887
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;75;3;VALIDATION;9;34;2;5.882353;5.851064;0.031289
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;VALIDATION;1;34;1;2.941176;6.205674;-3.264497
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;VALIDATION;2;34;0;0.0;6.205674;-6.205674
NEW_MODE;1;02,18,20,23,25,47,55,63,75,78,83,84,90;78;12;VALIDATION;3;34;1;2.941176;6.205674;-3.264497
