Dataset;Trigger;CandidatePool;CandidateNumber;DiscoveryRank;Split;Occurrences;PostDrawTotal;GeneralAppearances;GeneralRatePct;PostAppearances;PostRatePct;LiftPctPoints;RateRatio;WindowsContainingNumber;WindowPresenceRatePct
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;75;6;DISCOVERY;182;1638;181;7.111984;131;7.997558;0.885574;1.124519;99;54.395604
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;1;10;VALIDATION;60;540;51;6.007067;29;5.37037;-0.636697;0.894009;24;40.0
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;15;2;VALIDATION;60;540;73;8.598351;35;6.481481;-2.11687;0.753805;28;46.666667
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;16;8;VALIDATION;60;540;67;7.891637;31;5.740741;-2.150896;0.727446;24;40.0
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;17;11;VALIDATION;60;540;57;6.713781;42;7.777778;1.063997;1.15848;29;48.333333
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;31;9;VALIDATION;60;540;51;6.007067;31;5.740741;-0.266326;0.955664;27;45.0
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;38;12;VALIDATION;60;540;61;7.184923;39;7.222222;0.037299;1.005191;31;51.666667
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;39;4;VALIDATION;60;540;57;6.713781;40;7.407407;0.693626;1.103314;32;53.333333
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;41;13;VALIDATION;60;540;52;6.124853;41;7.592593;1.46774;1.239637;32;53.333333
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;48;7;VALIDATION;60;540;65;7.656066;43;7.962963;0.306897;1.040085;32;53.333333
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;53;5;VALIDATION;60;540;44;5.182568;31;5.740741;0.558173;1.107702;24;40.0
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;66;3;VALIDATION;60;540;67;7.891637;49;9.074074;1.182437;1.149834;37;61.666667
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;67;1;VALIDATION;60;540;53;6.242638;35;6.481481;0.238843;1.03826;30;50.0
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;75;6;VALIDATION;60;540;61;7.184923;34;6.296296;-0.888627;0.876321;28;46.666667
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;1;10;TEST;56;504;54;6.360424;35;6.944444;0.58402;1.091821;29;51.785714
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;15;2;TEST;56;504;46;5.418139;33;6.547619;1.12948;1.208463;26;46.428571
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;16;8;TEST;56;504;50;5.889282;27;5.357143;-0.532139;0.909643;26;46.428571
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;17;11;TEST;56;504;54;6.360424;29;5.753968;-0.606456;0.904652;21;37.5
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;31;9;TEST;56;504;59;6.949352;38;7.539683;0.59033;1.084948;30;53.571429
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;38;12;TEST;56;504;51;6.007067;32;6.349206;0.342139;1.056956;26;46.428571
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;39;4;TEST;56;504;61;7.184923;39;7.738095;0.553172;1.076991;31;55.357143
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;41;13;TEST;56;504;69;8.127208;36;7.142857;-0.984351;0.878882;29;51.785714
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;48;7;TEST;56;504;50;5.889282;26;5.15873;-0.730551;0.875952;18;32.142857
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;53;5;TEST;56;504;53;6.242638;26;5.15873;-1.083908;0.82637;22;39.285714
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;66;3;TEST;56;504;57;6.713781;36;7.142857;0.429076;1.06391;31;55.357143
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;67;1;TEST;56;504;46;5.418139;26;5.15873;-0.259409;0.952122;23;41.071429
OVERALL;19;01,15,16,17,31,38,39,41,48,53,66,67,75;75;6;TEST;56;504;51;6.007067;30;5.952381;-0.054686;0.990896;22;39.285714
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;3;7;DISCOVERY;165;1485;168;6.601179;113;7.609428;1.008249;1.152738;81;49.090909
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;15;1;DISCOVERY;165;1485;159;6.247544;116;7.811448;1.563904;1.250323;82;49.69697
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;17;8;DISCOVERY;165;1485;177;6.954813;118;7.946128;0.991315;1.142536;82;49.69697
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;26;9;DISCOVERY;165;1485;172;6.75835;114;7.676768;0.918418;1.135894;85;51.515152
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;33;10;DISCOVERY;165;1485;172;6.75835;113;7.609428;0.851078;1.12593;84;50.909091
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;42;13;DISCOVERY;165;1485;163;6.404715;106;7.138047;0.733332;1.114499;76;46.060606
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;44;12;DISCOVERY;165;1485;156;6.129666;102;6.868687;0.739021;1.120565;79;47.878788
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;48;6;DISCOVERY;165;1485;169;6.640472;115;7.744108;1.103636;1.166198;90;54.545455
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;57;5;DISCOVERY;165;1485;170;6.679764;116;7.811448;1.131684;1.16942;86;52.121212
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;70;2;DISCOVERY;165;1485;175;6.876228;124;8.350168;1.47394;1.214353;92;55.757576
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;71;3;DISCOVERY;165;1485;174;6.836935;122;8.215488;1.378553;1.201633;88;53.333333
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;78;4;DISCOVERY;165;1485;168;6.601179;117;7.878788;1.277609;1.193543;84;50.909091
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;82;11;DISCOVERY;165;1485;188;7.387033;122;8.215488;0.828455;1.11215;89;53.939394
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;3;7;VALIDATION;52;468;50;5.889282;24;5.128205;-0.761076;0.870769;21;40.384615
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;15;1;VALIDATION;52;468;73;8.598351;59;12.606838;4.008487;1.466192;39;75.0
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;17;8;VALIDATION;52;468;57;6.713781;31;6.623932;-0.089849;0.986617;24;46.153846
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;26;9;VALIDATION;52;468;46;5.418139;22;4.700855;-0.717284;0.867614;19;36.538462
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;33;10;VALIDATION;52;468;57;6.713781;37;7.905983;1.192202;1.177575;22;42.307692
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;42;13;VALIDATION;52;468;52;6.124853;34;7.264957;1.140104;1.186144;26;50.0
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;44;12;VALIDATION;52;468;54;6.360424;31;6.623932;0.263508;1.041429;20;38.461538
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;48;6;VALIDATION;52;468;65;7.656066;26;5.555556;-2.10051;0.725641;21;40.384615
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;57;5;VALIDATION;52;468;52;6.124853;30;6.410256;0.285404;1.046598;25;48.076923
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;70;2;VALIDATION;52;468;43;5.064782;20;4.273504;-0.791278;0.843769;16;30.769231
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;71;3;VALIDATION;52;468;48;5.65371;27;5.769231;0.115521;1.020433;23;44.230769
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;78;4;VALIDATION;52;468;58;6.831567;27;5.769231;-1.062336;0.844496;20;38.461538
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;82;11;VALIDATION;52;468;60;7.067138;40;8.547009;1.479871;1.209402;29;55.769231
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;3;7;TEST;61;549;54;6.360424;26;4.735883;-1.624541;0.744586;23;37.704918
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;15;1;TEST;61;549;46;5.418139;33;6.010929;0.59279;1.109408;27;44.262295
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;17;8;TEST;61;549;54;6.360424;35;6.375228;0.014804;1.002327;28;45.901639
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;26;9;TEST;61;549;47;5.535925;32;5.82878;0.292855;1.052901;23;37.704918
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;33;10;TEST;61;549;55;6.47821;32;5.82878;-0.64943;0.899752;25;40.983607
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;42;13;TEST;61;549;72;8.480565;47;8.56102;0.080455;1.009487;35;57.377049
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;44;12;TEST;61;549;53;6.242638;33;6.010929;-0.231709;0.962883;26;42.622951
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;48;6;TEST;61;549;50;5.889282;37;6.739526;0.850245;1.144372;33;54.098361
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;57;5;TEST;61;549;51;6.007067;26;4.735883;-1.271184;0.788385;19;31.147541
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;70;2;TEST;61;549;40;4.711425;21;3.825137;-0.886289;0.811885;20;32.786885
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;71;3;TEST;61;549;63;7.420495;46;8.378871;0.958376;1.129153;37;60.655738
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;78;4;TEST;61;549;44;5.182568;26;4.735883;-0.446684;0.91381;22;36.065574
OVERALL;20;03,15,17,26,33,42,44,48,57,70,71,78,82;82;11;TEST;61;549;54;6.360424;36;6.557377;0.196953;1.030965;31;50.819672
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;2;6;DISCOVERY;165;1485;156;6.129666;108;7.272727;1.143061;1.18648;79;47.878788
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;3;4;DISCOVERY;165;1485;168;6.601179;117;7.878788;1.277609;1.193543;86;52.121212
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;6;9;DISCOVERY;165;1485;182;7.151277;119;8.013468;0.862191;1.120565;91;55.151515
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;15;12;DISCOVERY;165;1485;159;6.247544;104;7.003367;0.755823;1.120979;73;44.242424
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;20;3;DISCOVERY;165;1485;165;6.483301;116;7.811448;1.328147;1.204857;91;55.151515
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;24;8;DISCOVERY;165;1485;158;6.208251;107;7.205387;0.997136;1.160615;77;46.666667
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;52;10;DISCOVERY;165;1485;175;6.876228;114;7.676768;0.80054;1.116421;83;50.30303
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;55;7;DISCOVERY;165;1485;191;7.504912;127;8.552189;1.047277;1.139546;95;57.575758
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;61;2;DISCOVERY;165;1485;182;7.151277;126;8.484848;1.333571;1.18648;92;55.757576
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;62;13;DISCOVERY;165;1485;187;7.347741;120;8.080808;0.733067;1.099768;89;53.939394
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;69;11;DISCOVERY;165;1485;162;6.365422;106;7.138047;0.772625;1.121378;79;47.878788
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;79;1;DISCOVERY;165;1485;184;7.229862;128;8.619529;1.389666;1.192212;94;56.969697
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;87;5;DISCOVERY;165;1485;186;7.308448;127;8.552189;1.243741;1.170178;93;56.363636
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;2;6;VALIDATION;63;567;48;5.65371;34;5.996473;0.342762;1.060626;29;46.031746
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;3;4;VALIDATION;63;567;50;5.889282;33;5.820106;-0.069176;0.988254;24;38.095238
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;6;9;VALIDATION;63;567;70;8.244994;43;7.583774;-0.66122;0.919803;30;47.619048
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;15;12;VALIDATION;63;567;73;8.598351;39;6.878307;-1.720044;0.799957;31;49.206349
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;20;3;VALIDATION;63;567;52;6.124853;34;5.996473;-0.12838;0.979039;23;36.507937
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;24;8;VALIDATION;63;567;50;5.889282;28;4.938272;-0.95101;0.838519;24;38.095238
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;52;10;VALIDATION;63;567;64;7.53828;49;8.641975;1.103695;1.146412;33;52.380952
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;55;7;VALIDATION;63;567;61;7.184923;42;7.407407;0.222484;1.030965;34;53.968254
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;61;2;VALIDATION;63;567;49;5.771496;30;5.291005;-0.480491;0.916748;24;38.095238
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;62;13;VALIDATION;63;567;52;6.124853;34;5.996473;-0.12838;0.979039;31;49.206349
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;69;11;VALIDATION;63;567;54;6.360424;42;7.407407;1.046983;1.164609;30;47.619048
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;79;1;VALIDATION;63;567;67;7.891637;41;7.231041;-0.660597;0.916292;36;57.142857
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;87;5;VALIDATION;63;567;58;6.831567;32;5.643739;-1.187828;0.826127;27;42.857143
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;2;6;TEST;55;495;58;6.831567;43;8.686869;1.855302;1.271578;29;52.727273
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;3;4;TEST;55;495;54;6.360424;33;6.666667;0.306243;1.048148;29;52.727273
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;6;9;TEST;55;495;67;7.891637;35;7.070707;-0.82093;0.895975;28;50.909091
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;15;12;TEST;55;495;46;5.418139;14;2.828283;-2.589856;0.522003;10;18.181818
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;20;3;TEST;55;495;63;7.420495;36;7.272727;-0.147767;0.980087;29;52.727273
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;24;8;TEST;55;495;48;5.65371;17;3.434343;-2.219367;0.607449;14;25.454545
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;52;10;TEST;55;495;66;7.773852;33;6.666667;-1.107185;0.857576;26;47.272727
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;55;7;TEST;55;495;60;7.067138;32;6.464646;-0.602491;0.914747;24;43.636364
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;61;2;TEST;55;495;51;6.007067;35;7.070707;1.06364;1.177065;25;45.454545
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;62;13;TEST;55;495;58;6.831567;30;6.060606;-0.77096;0.887147;21;38.181818
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;69;11;TEST;55;495;58;6.831567;37;7.474747;0.643181;1.094148;28;50.909091
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;79;1;TEST;55;495;62;7.302709;37;7.474747;0.172038;1.023558;28;50.909091
OVERALL;21;02,03,06,15,20,24,52,55,61,62,69,79,87;87;5;TEST;55;495;47;5.535925;35;7.070707;1.534782;1.27724;30;54.545455
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;12;2;DISCOVERY;165;1485;173;6.797642;120;8.080808;1.283166;1.188766;86;52.121212
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;13;9;DISCOVERY;165;1485;160;6.286837;108;7.272727;0.98589;1.156818;86;52.121212
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;27;12;DISCOVERY;165;1485;156;6.129666;104;7.003367;0.873701;1.142536;74;44.848485
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;31;4;DISCOVERY;165;1485;161;6.32613;112;7.542088;1.215958;1.192212;81;49.090909
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;43;6;DISCOVERY;165;1485;172;6.75835;116;7.811448;1.053098;1.155822;89;53.939394
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;52;13;DISCOVERY;165;1485;175;6.876228;115;7.744108;0.86788;1.126215;84;50.909091
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;64;3;DISCOVERY;165;1485;160;6.286837;112;7.542088;1.255251;1.199663;89;53.939394
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;65;10;DISCOVERY;165;1485;174;6.836935;116;7.811448;0.974513;1.142536;90;54.545455
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;67;11;DISCOVERY;165;1485;164;6.444008;110;7.407407;0.9634;1.149503;84;50.909091
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;72;5;DISCOVERY;165;1485;167;6.561886;115;7.744108;1.182222;1.180165;89;53.939394
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;73;1;DISCOVERY;165;1485;156;6.129666;115;7.744108;1.614442;1.263382;90;54.545455
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;80;7;DISCOVERY;165;1485;172;6.75835;116;7.811448;1.053098;1.155822;87;52.727273
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;86;8;DISCOVERY;165;1485;188;7.387033;125;8.417508;1.030475;1.139498;91;55.151515
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;12;2;VALIDATION;56;504;49;5.771496;31;6.150794;0.379298;1.065719;27;48.214286
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;13;9;VALIDATION;56;504;47;5.535925;28;5.555556;0.019631;1.003546;20;35.714286
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;27;12;VALIDATION;56;504;53;6.242638;23;4.563492;-1.679146;0.73102;16;28.571429
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;31;4;VALIDATION;56;504;51;6.007067;29;5.753968;-0.253099;0.957866;23;41.071429
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;43;6;VALIDATION;56;504;59;6.949352;29;5.753968;-1.195384;0.827986;24;42.857143
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;52;13;VALIDATION;56;504;64;7.53828;40;7.936508;0.398228;1.052827;30;53.571429
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;64;3;VALIDATION;56;504;51;6.007067;26;5.15873;-0.848337;0.858777;25;44.642857
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;65;10;VALIDATION;56;504;68;8.009423;33;6.547619;-1.461804;0.817489;25;44.642857
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;67;11;VALIDATION;56;504;53;6.242638;35;6.944444;0.701806;1.112421;27;48.214286
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;72;5;VALIDATION;56;504;63;7.420495;34;6.746032;-0.674463;0.909108;26;46.428571
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;73;1;VALIDATION;56;504;57;6.713781;29;5.753968;-0.959813;0.857038;25;44.642857
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;80;7;VALIDATION;56;504;69;8.127208;52;10.31746;2.190252;1.269496;38;67.857143
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;86;8;VALIDATION;56;504;65;7.656066;28;5.555556;-2.10051;0.725641;25;44.642857
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;12;2;TEST;58;522;40;4.711425;22;4.214559;-0.496866;0.89454;18;31.034483
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;13;9;TEST;58;522;57;6.713781;35;6.704981;-0.0088;0.998689;28;48.275862
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;27;12;TEST;58;522;53;6.242638;31;5.938697;-0.303941;0.951312;25;43.103448
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;31;4;TEST;58;522;59;6.949352;35;6.704981;-0.244371;0.964835;28;48.275862
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;43;6;TEST;58;522;65;7.656066;35;6.704981;-0.951085;0.875774;26;44.827586
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;52;13;TEST;58;522;66;7.773852;44;8.429119;0.655267;1.084291;32;55.172414
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;64;3;TEST;58;522;57;6.713781;33;6.321839;-0.391942;0.941621;25;43.103448
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;65;10;TEST;58;522;52;6.124853;29;5.555556;-0.569297;0.907051;23;39.655172
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;67;11;TEST;58;522;46;5.418139;30;5.747126;0.328987;1.06072;25;43.103448
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;72;5;TEST;58;522;60;7.067138;40;7.662835;0.595697;1.084291;34;58.62069
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;73;1;TEST;58;522;68;8.009423;35;6.704981;-1.304442;0.837137;26;44.827586
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;80;7;TEST;58;522;68;8.009423;41;7.854406;-0.155017;0.980646;29;50.0
OVERALL;22;12,13,27,31,43,52,64,65,67,72,73,80,86;86;8;TEST;58;522;60;7.067138;39;7.471264;0.404127;1.057184;31;53.448276
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;1;13;DISCOVERY;151;1359;195;7.662083;114;8.388521;0.726438;1.09481;84;55.629139
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;21;12;DISCOVERY;151;1359;165;6.483301;98;7.211185;0.727884;1.112271;75;49.668874
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;25;7;DISCOVERY;151;1359;173;6.797642;104;7.652686;0.855043;1.125785;78;51.655629
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;26;4;DISCOVERY;151;1359;172;6.75835;105;7.726269;0.96792;1.143218;79;52.317881
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;41;8;DISCOVERY;151;1359;170;6.679764;102;7.505519;0.825755;1.12362;79;52.317881
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;55;5;DISCOVERY;151;1359;191;7.504912;115;8.462104;0.957193;1.127542;83;54.966887
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;58;3;DISCOVERY;151;1359;158;6.208251;100;7.358352;1.1501;1.185253;82;54.304636
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;62;10;DISCOVERY;151;1359;187;7.347741;110;8.094187;0.746446;1.101589;82;54.304636
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;63;2;DISCOVERY;151;1359;182;7.151277;115;8.462104;1.310827;1.1833;90;59.602649
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;75;6;DISCOVERY;151;1359;181;7.111984;109;8.020603;0.908619;1.127759;80;52.980132
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;77;9;DISCOVERY;151;1359;191;7.504912;113;8.314937;0.810026;1.107933;83;54.966887
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;87;1;DISCOVERY;151;1359;186;7.308448;118;8.682855;1.374407;1.188057;92;60.927152
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;88;11;DISCOVERY;151;1359;191;7.504912;112;8.241354;0.736442;1.098128;88;58.278146
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;1;13;VALIDATION;45;405;51;6.007067;27;6.666667;0.6596;1.109804;20;44.444444
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;21;12;VALIDATION;45;405;64;7.53828;36;8.888889;1.350609;1.179167;25;55.555556
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;25;7;VALIDATION;45;405;52;6.124853;29;7.160494;1.035641;1.169088;20;44.444444
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;26;4;VALIDATION;45;405;46;5.418139;30;7.407407;1.989268;1.36715;25;55.555556
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;41;8;VALIDATION;45;405;52;6.124853;25;6.17284;0.047987;1.007835;16;35.555556
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;55;5;VALIDATION;45;405;61;7.184923;28;6.91358;-0.271343;0.962234;22;48.888889
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;58;3;VALIDATION;45;405;52;6.124853;20;4.938272;-1.186581;0.806268;13;28.888889
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;62;10;VALIDATION;45;405;52;6.124853;26;6.419753;0.2949;1.048148;21;46.666667
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;63;2;VALIDATION;45;405;52;6.124853;25;6.17284;0.047987;1.007835;20;44.444444
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;75;6;VALIDATION;45;405;61;7.184923;25;6.17284;-1.012084;0.859138;17;37.777778
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;77;9;VALIDATION;45;405;67;7.891637;30;7.407407;-0.48423;0.93864;18;40.0
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;87;1;VALIDATION;45;405;58;6.831567;27;6.666667;-0.1649;0.975862;21;46.666667
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;88;11;VALIDATION;45;405;52;6.124853;14;3.45679;-2.668063;0.564387;12;26.666667
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;1;13;TEST;68;612;54;6.360424;42;6.862745;0.502321;1.078976;30;44.117647
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;21;12;TEST;68;612;56;6.595995;48;7.843137;1.247142;1.189076;35;51.470588
OVERALL;23;01,21,25,26,41,55,58,62,63,75,77,87,88;25;7;TEST;68;612;63;7.420495;46;7.51634;0.095845;1.012916;32;47.058824
